,title,time
92,"한국조선해양, 선박 7척, 5660억원 규모 수주",2021-04-01 11:07:26
93,"한국조선해양, 액화석유가스 운반선 3척 2천270억원 수주",2021-04-12 11:27:42
94,"한국조선해양, LPG선 2척 추가 수주…1천200억원 규모",2021-04-13 11:41:04
95,"세진중, 한국조선해양과 고망간강 LNG 연료탱크 개발 협약",2021-04-15 09:36:33
96,"한국조선해양, LNG선 3척 6360억원에 수주",2021-04-16 15:11:01
97,"한국조선해양, 초대형 원유운반선 2척 수주…2080억원 규모",2021-04-19 10:56:01
98,"수주 순항 한국조선해양 ""친환경 타고 잭팟 잇자""",2021-04-22 14:46:04
99,"한국조선해양, 대형 원유운반선 2척 수주…1530억원 규모",2021-04-23 10:27:01
100,"한국조선해양, 유럽 선사서 LNG선 수주…2099억원 규모",2021-05-03 16:22:02
101,"한국조선해양, 브라질서 8500억 규모 해양설비 수주",2021-05-11 16:05:03
102,"한국조선해양, 초대형 LPG선 2척 수주…1830억원 규모",2021-05-13 14:39:04
103,"한국조선해양, 선박 6척 수주 릴레이…총 3480억원 규모",2021-05-24 11:00:05
104,"[빅데이터MSI]시장심리 톱5, CJ·이마트·한국조선해양·GS리테일·신세계",2021-05-31 08:48:05
