,title,time
83,"[특징주] 화승엔터프라이즈, 화승인더의 지분 처분에 약세",2018-09-14 09:18:10
84,"[ET투자뉴스][화승엔터프라이즈 지분 변동] (주)화승인더스트리 외 7명 -2.32%p 감소, 72.11",2018-09-18 14:16:53
85,화승엔터프라이즈 등 26개사 주식 10월 의무보호예수 해제,2018-09-28 09:24:25
86,"[ET투자뉴스][화승엔터프라이즈 지분 변동] 국민연금공단 외 1명 4.17%p 증가, 10.43% 보유",2018-10-04 10:10:37
87,"화승엔터프라이즈, 전일 대비 약 -3% 하락한 12,450원",2018-10-10 13:08:59
88,"화승엔터프라이즈, 10% 급등... 전일 보다 1,200원 상승한 13,100원",2018-10-15 11:09:09
89,"<유>화승엔터프라이즈, 전일 대비 9.09% 상승.. 일일회전율은 0.17% 기록",2018-10-17 11:20:49
90,"화승엔터프라이즈, 전일 대비 약 -6% 하락한 12,350원",2018-10-18 14:08:30
91,"화승엔터프라이즈, 전일 대비 약 7% 상승한 13,600원",2018-10-25 13:06:59
92,"한투증권 ""화승엔터프라이즈, 3분기 실적부진 예상…목표가↓""",2018-10-26 08:23:30
93,"화승엔터프라이즈, 전일 대비 약 -7% 하락한 11,950원",2018-10-29 14:09:31
94,"화승엔터프라이즈, 전일 대비 약 -7% 하락한 11,150원",2018-10-30 11:09:21
95,"화승엔터프라이즈, 전일 대비 약 4% 상승한 10,900원",2018-11-02 11:09:30
96,"화승엔터프라이즈, 전일 대비 약 -5% 하락한 10,350원",2018-11-05 10:08:31
97,"화승엔터프라이즈, 11% 급등... 전일 보다 1,080원 상승한 10,900원",2018-11-06 11:07:52
98,"화승엔터프라이즈, 전일 대비 약 -5% 하락한 10,450원",2018-11-07 12:10:21
99,"[한경로보뉴스] '화승엔터프라이즈' 5% 이상 상승, 외국인 3일 연속 순매수(16.6만주)",2018-11-09 10:43:07
100,"[ET투자뉴스]화승엔터프라이즈, ""공장 수율 연내 대…"" BUY-대신증권",2018-11-15 16:11:06
101,"화승엔터프라이즈, 전일 대비 약 -3% 하락한 10,950원",2018-11-21 10:08:41
102,"화승엔터프라이즈, 생산성 관련 비용이슈 지속…목표가↓-DB",2018-12-05 08:26:09
103,"[한경로보뉴스] '화승엔터프라이즈' 5% 이상 상승, 단기 모멘텀 약세, 중장기 성장성 甲 - DB금융투자, BUY(유지)",2018-12-10 10:29:31
104,"[한경로보뉴스] '화승엔터프라이즈' 5% 이상 상승, 전일보다 거래량 증가. 전일 215% 수준",2018-12-28 15:27:05
105,"[ET투자뉴스]화승엔터프라이즈, ""수율 회복되었으나 …"" BUY-대신증권",2019-01-09 09:33:11
106,"화승엔터프라이즈, 전일 대비 약 5% 상승한 9,630원",2019-01-23 13:07:51
107,"화승엔터프라이즈, 전일 대비 약 3% 하락한 11,300원",2019-02-27 14:06:59
108,[종목썰쩐]오르는 환율에 한세실업·화승엔터프라이즈 '활짝',2019-03-12 09:49:00
109,"화승엔터프라이즈, 아디다스 우수 협력사 賞 휩쓸었다",2019-03-20 17:27:01
110,"'화승엔터프라이즈' 5% 이상 상승, 오더 물량 증가와 ASP 상승 - 이베스트투자증권, BUY(신규)",2019-04-01 10:04:01
111,"화승엔터프라이즈, 전일 대비 약 9% 상승한 13,000원",2019-04-03 10:07:09
112,"화승엔터프라이즈, 전일 대비 약 3% 상승한 13,400원",2019-04-12 13:11:49
113,"화승엔터프라이즈, 전일 대비 약 3% 하락한 12,750원",2019-04-16 10:10:42
114,"[특징주]화승엔터프라이즈, 수익성 개선 기대에 강세",2019-04-17 09:23:06
115,"[ET투자뉴스]화승엔터프라이즈, "" 하반기 수주 모멘…"" BUY-DB금융투자",2019-04-24 10:53:02
116,"화승엔터프라이즈, 전일 대비 약 4% 하락한 13,250원",2019-04-26 14:07:20
117,"화승엔터프라이즈, 전일 대비 약 3% 상승한 14,250원",2019-05-08 13:10:21
118,"[ET투자뉴스]화승엔터프라이즈, ""수율 회복, 경쟁력…"" BUY-대신증권",2019-05-09 09:24:02
119,"[ET투자뉴스]화승엔터프라이즈, ""M&A가 가져올 변…"" BUY(유지)-DB금융투자",2019-05-13 10:28:11
120,"화승엔터프라이즈, 베트남 모자 생산업체 인수",2019-05-16 18:16:01
121,"화승엔터프라이즈, 전일 대비 약 5% 상승한 14,700원",2019-05-23 10:07:41
122,"[ET투자뉴스]화승엔터프라이즈, ""최선호 유지…"" BUY-DB금융투자",2019-06-05 09:58:06
123,"'화승엔터프라이즈' 5% 이상 상승, 전일 기관 대량 순매수",2019-06-07 15:18:04
124,"[fnRASSI]화승엔터프라이즈, 52주 신고가...2.27% ↑",2019-06-10 14:31:04
125,"화승엔터프라이즈, 전일 대비 약 3% 하락한 15,300원",2019-06-12 12:06:59
126,"[ET투자뉴스]화승엔터프라이즈, ""NDR 코멘트: 우…"" BUY(유지)-DB금융투자",2019-06-28 09:10:05
127,"화승엔터프라이즈, 전일 대비 약 4% 하락한 13,750원",2019-07-01 13:06:59
128,"화승엔터프라이즈, 전일 대비 약 6% 상승한 14,850원",2019-07-02 11:07:48
129,"[ET투자뉴스]화승엔터프라이즈, ""아디다스 내 MS …"" BUY-대신증권",2019-07-03 09:46:07
130,"화승엔터프라이즈, 전일 대비 약 6% 상승한 15,100원",2019-07-04 14:08:38
131,"화승엔터프라이즈, 전일 대비 약 5% 하락한 14,150원",2019-07-15 13:06:49
132,"화승엔터프라이즈, 전일 대비 약 4% 하락한 13,850원",2019-07-23 12:07:39
133,"화승엔터프라이즈, 전일 대비 약 4% 하락한 12,750원",2019-07-25 10:09:29
134,"화승엔터프라이즈, 전일 대비 약 3% 하락한 12,700원",2019-07-26 10:11:31
135,"'화승엔터프라이즈' 5% 이상 상승, 주가 5일 이평선 상회, 단기·중기 이평선 역배열",2019-08-07 10:15:08
136,"'화승엔터프라이즈' 5% 이상 상승, 주가 20일 이평선 상회, 단기·중기 이평선 역배열",2019-08-13 15:34:09
137,"화승엔터프라이즈, 상승 출발(5.91%)... 이 시각 거래량 5만9995주",2019-09-04 09:03:35
138,"화승엔터프라이즈, 전일대비 5.11% 상승... 이 시각 거래량 6만5379주",2019-09-06 10:02:18
139,"[Hot-Line] ""화승엔터프라이즈, 3분기 호실적 전망""",2019-09-16 08:21:06
140,"한국투자證 ""화승엔터프라이즈, 수익성 본격 개선 시작""",2019-09-27 08:28:20
141,"화승엔터프라이즈, 전일대비 +5.19%... 최근 주가 상승흐름 유지",2019-09-30 10:14:00
142,"'화승엔터프라이즈' 5% 이상 상승, 주가 상승세, 단기 이평선 역배열 구간",2019-10-31 10:55:00
143,"화승엔터프라이즈, 고단가 제품 생산에 실적 '가속화'-한화",2019-11-07 08:41:44
144,"화승엔터프라이즈, 전일대비 +5.23% 장중 반등세... 최근 단기 조정 후 반등",2019-11-13 15:06:45
145,"화승엔터프라이즈, 영업익 추정치 상향…목표가↑-DB",2019-11-14 09:36:39
146,"화승엔터프라이즈, +4.57% 52주 신고가",2019-11-15 12:14:14
147,"화승엔터프라이즈, +1.44% 52주 신고가",2019-11-18 15:11:00
148,"화승엔터프라이즈, +1.14% 52주 신고가",2019-11-19 10:01:02
149,"화승엔터프라이즈, 원가율 절감으로 수익성 개선-한국",2019-12-12 08:25:03
150,주가 102% 오른 화승엔터프라이즈…고성장 본격화,2020-01-02 08:21:45
151,"화승엔터프라이즈, +3.48% 52주 신고가",2020-01-08 09:22:09
152,"화승엔터프라이즈, 전일대비 5.02% 상승중... 이 시각 거래량 3만7001주",2020-01-29 10:38:29
153,"화승엔터프라이즈, 상승흐름 전일대비 +5.03%... 최근 단기 조정 후 반등",2020-02-04 12:00:30
154,"[특징주]화승엔터프라이즈, 작년 4분기 '깜짝 실적'에 신고가",2020-02-19 10:56:01
155,"화승엔터프라이즈, +0.83% 52주 신고가",2020-02-20 09:02:13
156,"화승엔터프라이즈, 장시작 후 꾸준히 올라 +5.26%... 이 시각 14만3664주 거래",2020-03-03 12:43:56
157,화승엔터프라이즈 주당 45원 현금 배당 결정,2020-03-11 15:10:04
158,"화승엔터프라이즈, -11.36% VI 발동",2020-03-12 10:36:15
159,"'화승엔터프라이즈' 5% 이상 상승, 변한 건 주가 뿐! - DB금융투자, BUY",2020-03-18 11:55:02
160,"화승엔터프라이즈, -5.30% VI 발동",2020-03-19 09:54:32
161,"화승엔터프라이즈, 장중 하락세, 전일대비 -12.92%... 이 시각 거래량 11만3381주",2020-03-23 10:08:28
162,"화승엔터프라이즈, +18.18% VI 발동",2020-03-25 11:15:15
163,"화승엔터프라이즈, 전일대비 6.19% 상승중... 이 시각 거래량 8만3428주",2020-03-27 10:04:44
164,"화승엔터프라이즈, +8.29% VI 발동",2020-04-01 12:23:19
165,"'화승엔터프라이즈' 5% 이상 상승, 전일 기관 대량 순매수",2020-04-03 09:21:06
166,"화승엔터프라이즈, 코로나19에 1Q 실적 눈높이 낮춰…목표가↓-한화",2020-04-14 08:52:07
167,"'화승엔터프라이즈' 5% 이상 상승, 실망하기에는 이르다 - 메리츠증권, BUY(신규)",2020-04-29 10:41:03
168,"화승엔터프라이즈, 6월 2일 임시주총 소집",2020-05-13 13:56:01
169,"""화승엔터프라이즈, 하반기 빠른 수요 회복 기대""",2020-05-17 08:42:39
170,"'화승엔터프라이즈' 5% 이상 상승, 내년을 보자! - 미래에셋대우, BUY",2020-05-22 10:20:01
171,"화승엔터프라이즈, 전일대비 -10.21% 하락... 이 시각 거래량 46만2500주",2020-06-12 10:00:39
172,"화승엔터프라이즈, 주가 하락 현재는 -10.23%... 이 시각 거래량 90만239주",2020-06-15 15:19:53
173,"화승엔터프라이즈, +10.71% VI 발동",2020-07-02 09:02:16
174,"화승엔터프라이즈, 주고객 아디다스 부진에 목표가↓-메리츠",2020-07-09 08:12:03
175,"화승엔터프라이즈, 당분간 코로나19 타격…목표가↓-한화",2020-07-17 08:44:04
176,"화승엔터프라이즈, 중장기 실적 회복 기대-대신",2020-08-24 08:20:04
177,"화승엔터프라이즈, 내년 실적 기대-메리츠",2020-10-08 08:06:07
178,화승엔터프라이즈 글로벌 전문가 영입 스포츠 의류 OEM 진출,2020-11-05 11:59:19
179,"화승엔터프라이즈, '탈중국' 글로벌 벤더 통폐합 수혜-대신",2020-12-02 08:55:08
180,"화승엔터프라이즈, 2020년 영업익 624억..전년比 26.9%↓",2021-03-05 15:06:04
181,"화승엔터프라이즈, 이계영 대표 재선임",2021-03-29 11:19:02
182,화승엔터프라이즈 2030년까지 온실가스 30% 감축 노력,2021-04-06 10:27:09
