,title,time
146,"LG생활건강 ""휴젤, 인수 계획 없어""",2019-07-08 13:42:10
147,"LG생활건강, `후 벨벳 립 루즈` 출시…색조 화장품군 확대",2019-08-20 14:29:04
148,"LG생활건강, `오휘 더 퍼스트 제너츄어 립스틱` 출시",2019-08-26 10:57:05
149,"LG생활건강, 울릉도와 친환경제품 `콜라보`",2019-08-28 14:48:04
150,"LG생활건강 `후`, 中心 공략 나선다",2019-08-30 14:45:04
151,"LG생활건강, 한방화장품부터 고기능성 제품까지 多~",2019-09-05 04:02:18
152,"LG생활건강, `다우존스 지속가능경영 월드지수` 2년 연속 편입",2019-09-16 11:01:05
153,[위클리 신상품] LG생활건강 `빌리프 V크림`,2019-09-20 17:14:08
154,[다이제스트] LG생활건강 `후 비첩 연향세트`,2019-10-17 04:05:23
155,LG생활건강 `숨37° 느끼고 체험하고…중국 상하이 전시,2019-11-01 14:20:34
156,"LG생활건강, 중국 최대 쇼핑절 광군제 마케팅 `후끈`",2019-11-03 15:50:33
157,[위클리 신상품] LG생활건강 `예화담 에센스 립밤`,2019-11-08 17:04:28
158,"LG생활건강, `숨37°X김진식 홀리데이 에디션` 4종 출시",2019-11-13 14:14:09
159,"LG생활건강, 5가지 출퇴근 시간 선택 `유연근무`",2019-11-20 04:03:15
160,"LG생활건강, 80년대생 여성 임원 나왔다",2019-11-28 18:07:04
161,"LG생활건강, 럭셔리 화장품 고성장…35개국에 수출",2019-12-05 04:03:19
162,"LG생활건강 `후 럭셔리 골든 쿠션`, 두드릴수록 화사…촉촉하게 살아나는 `윤광 피부`",2019-12-19 04:03:18
163,"LG생활건강, 왕실의 격조 담은 화장품…귀한분께 선물을",2020-01-16 04:02:10
164,"[밸런타인데이 선물] LG생활건강, 英 빅토리아 여왕 왕관서 영감얻은 `아이크림`",2020-02-13 04:02:22
165,"LG생활건강, 이번엔 `피지오겔` 인수",2020-02-20 15:56:02
166,"LG생활건강, `숨` 새 모델로 배우 전지현 발탁",2020-02-24 10:12:03
