,title,time
85,"[Hot-Line] ""LG이노텍, 광학솔루션부문 매출 성장이 실적 견인""",2018-01-10 08:56:43
86,"LG이노텍, `NRF 리테일즈 빅 쇼 2018` 참가",2018-01-15 10:28:23
87,"LG이노텍, `광효율·품질·가격` 3박자 갖춘 LED 패키지 양산",2018-01-18 10:17:22
88,"애플 ""IT부품 주문 줄이겠다"" 삼성디스플·LG이노텍에 통보",2018-01-19 18:07:08
89,"LG이노텍, 지난해 4분기 영업이익 1412억원…전년比 19.9%↑(종합)",2018-01-23 16:40:49
90,"[BEAR 이 종목] LG이노텍, 아이폰X 판매부진에 직격탄…주가 한달새 12.1%↓",2018-01-25 17:35:40
91,"LG이노텍, 협력사와 공정거래·동반성장 협약",2018-02-07 10:40:30
92,LG이노텍 `방수 UV LED`…日 공급 5만개 중 불량 無,2018-02-23 16:07:03
93,"LG이노텍 박종석 ""UV LED, 혁신적인 광원…생태계 확대 총력""",2018-03-07 14:03:51
94,"[Hot-Line] ""LG이노텍, UV LED 사업 육성 긍정적""",2018-03-08 08:33:42
95,"[Hot-Line] ""LG이노텍, 단기 실적보다 방향성에 주목해야""",2018-03-12 08:15:41
96,"[Hot-Line] ""LG이노텍, 상반기 전략 거래선 판매 부진""",2018-03-13 08:58:28
97,"[Hot-Line] ""LG이노텍, 올 상반기는 `보릿고개`""",2018-03-16 08:49:10
98,"[Hot-Line] ""LG이노텍, 올 상반기 실적 부진 예상""…목표가↓",2018-03-20 08:31:33
99,"법인세 27억 돌려받은 LG이노텍…대법 ""中에 낸 배당금 수익 공제""",2018-03-22 16:04:01
100,"[Hot-Line] ""LG이노텍, 스마트폰 수요 부진하나 하이엔드 부품 수요는 증가세""",2018-03-27 08:40:02
101,"[Hot-Line] ""LG이노텍, 실적 상반기 부진·하반기 회복""…목표가↓",2018-04-13 08:27:01
102,1분기 `실적 악몽`…날개 꺾인 LGD·LG이노텍,2018-04-15 17:18:05
103,"LG이노텍, 국제전자회로산업전 참가",2018-04-23 10:33:06
104,"LG이노텍, 1분기 영업익 168억원…전년比 74.8% ↓",2018-04-24 16:36:03
105,"LG이노텍, 미·중 UV LED 시장 동시 공략 나선다",2018-05-03 16:05:01
106,"LG이노텍, 인공지능 양계장 개발한다",2018-05-22 18:13:03
107,"박종석 LG이노텍 사장 ""UV LED 시장 넓힐 것""",2018-05-30 14:47:02
108,"LG이노텍, 협력사와 함께 장애인 시설 봉사활동",2018-06-05 08:29:02
109,어닝쇼크라더니…LG이노텍 주가 30%↑,2018-06-07 17:42:06
110,"LG이노텍, 나노 다결정 열전 반도체로 시장 공략 나선다",2018-06-12 10:41:03
111,"LG이노텍, 친환경 반도체 양산체제 돌입",2018-06-21 15:44:03
112,LG이노텍 `눈 편안한 LED` 산업통상자원부 장관상 수상,2018-06-26 11:02:03
113,"LG이노텍, 일본 UV LED 포럼 개최…""깨끗하고 안전한 삶 만든다""",2018-06-28 15:55:05
114,"LG이노텍 지속가능경영보고서 발간…""R&D투자 확대·친환경 경영""",2018-07-02 09:30:03
115,"LG이노텍, `식물생장용 LED` 라인업 구축…""식물 생장 제어한다""",2018-07-05 09:34:04
116,"[Hot-Line] ""LG이노텍 2분기 실적 기대 이상…목표가↑""",2018-07-12 08:54:04
117,"LG이노텍, `방과 후 아카데미` 지원 확대로 사회공헌활동 활성화",2018-07-18 09:47:04
118,"LG이노텍, 지역 노인 `보양식 나눔` 사회공헌",2018-07-24 11:42:04
119,"LG이노텍, 美 UV네일드라이어 업체에 특허침해 소송",2018-07-26 08:56:05
120,이와중에 外人이 찜한 주식…GS건설·LG이노텍·한진칼,2018-08-05 17:02:28
121,"LG이노텍, 옐로카펫으로 어린이 보행안전 지켜요",2018-08-07 13:55:04
122,"[Hot-Line] ""LG이노텍, 하반기 이익 급상승""",2018-08-24 08:35:30
123,"[Hot-Line] ""LG이노텍, 3D센싱모듈 출하량 올해 3배 ↑""",2018-08-27 08:36:56
124,"LG이노텍, 최신 IoT 유통 솔루션 선보인다",2018-08-28 14:52:21
125,"[Hot-Line] ""LG이노텍, 환율환경·사업 실적 모두 맑음""",2018-08-31 09:13:17
126,"LG이노텍, 동반성장 아카데미 개최…""협력사와 동반성장 일군다""",2018-09-07 09:58:04
127,"LG이노텍, GM `품질우수상` 수상…전장부품 품질 인정",2018-09-10 09:25:13
