,title,time
149,화물연대 운송거부 예고…기아차 광주공장 촉각,2016-10-07 10:21:42
150,"LG-기아, 14년 만의 맞대결 “명승부 예고”",2016-10-09 21:39:19
151,현대기아차 J.D.파워 첨단편의사양 조사에서 3개 차급 최고점수,2016-10-11 13:24:03
152,"현대·기아차, 국내 세타2 엔진 보증기간 美 동일하게 연장(상보)",2016-10-12 10:37:05
153,"현대기아차, 남양연구소에서 협력사 신기술 전시행사",2016-10-13 11:28:04
154,"기아차, 기본급 6만9천원 인상안 제시…이번주 집중교섭",2016-10-19 09:47:18
155,기아차 29∼30일 '2030 고객 브랜드 체험행사',2016-10-20 11:16:40
156,"기아차, 실시간 고객 소통 채널 'K 플라자' 오픈",2016-10-23 15:08:03
157,배출가스 부품결함 'BMW·기아차·포드' 1만5000대 리콜,2016-10-25 12:00:59
158,기아차 '세계 테니스 전설들의 경기' 2년째 후원,2016-10-26 09:01:16
159,"기아차, 3Q 영업익 23% 급감…원화 강세·생산 차질 여파(상보)",2016-10-27 10:03:05
160,"현대기아차, 美 '연비 소송' 합의…화해금 472억원(종합)",2016-10-28 04:28:57
161,"현대기아차, 미래 커넥티드카 운영체제 개발 착수",2016-10-31 11:00:03
162,'기아 세일 페스타' 시행…12개 차종 2∼10% 할인,2016-11-01 11:59:46
163,기아차 '레드멤버스' 론칭 10주년 기념 이벤트,2016-11-02 11:23:56
164,"기아차, 한국시리즈 MVP 양의지에 K7 전달",2016-11-03 08:43:36
165,"기아차, 중국시장 전략 모델 '신형 K2' 현지 출시",2016-11-08 09:02:14
166,"기아차, ‘올 뉴 K7 하이브리드’ 사전 계약 실시",2016-11-10 14:44:11
167,"""현대ㆍ기아차 버스용 에어컨 부품 불량품 있다""",2016-11-11 10:39:46
168,"기아차 블로그 '플레이 기아' 오픈…""직접 소통""",2016-11-13 09:00:05
169,"기아차, MVP 니퍼트에게 '올 뉴 K7 하이브리드' 선물",2016-11-15 11:08:02
170,"UN ""나이지리아 기아문제 심각, 1400만명 원조 필요""",2016-11-16 15:01:49
