Date,Open,High,Low,Close,Adj Close,Volume
2016-06-07,36700.000000,37400.000000,36250.000000,36600.000000,35882.855469,363150
2016-06-08,37200.000000,37500.000000,36100.000000,37300.000000,36569.144531,399692
2016-06-09,37150.000000,39100.000000,37050.000000,38950.000000,38186.808594,714370
2016-06-10,38650.000000,39200.000000,38400.000000,38850.000000,38088.769531,229074
2016-06-13,38750.000000,38750.000000,36850.000000,36850.000000,36127.957031,301934
2016-06-14,36500.000000,37750.000000,36500.000000,37600.000000,36863.261719,201470
2016-06-15,37200.000000,37600.000000,35400.000000,36050.000000,35343.636719,499902
2016-06-16,36200.000000,36650.000000,35500.000000,36000.000000,35294.617188,249466
2016-06-17,36600.000000,36600.000000,35300.000000,35750.000000,35049.511719,195646
2016-06-20,36200.000000,37200.000000,35650.000000,36050.000000,35343.636719,245480
2016-06-21,36150.000000,36500.000000,35550.000000,36000.000000,35294.617188,105118
2016-06-22,36350.000000,37450.000000,36050.000000,37150.000000,36422.082031,211892
2016-06-23,37150.000000,37150.000000,36050.000000,36250.000000,35539.714844,178814
2016-06-24,36900.000000,37400.000000,33650.000000,34250.000000,33578.906250,731874
2016-06-27,33000.000000,33950.000000,32350.000000,33350.000000,32696.539063,404546
2016-06-28,32850.000000,34150.000000,32500.000000,33900.000000,33235.761719,219746
2016-06-29,34250.000000,35100.000000,33650.000000,34300.000000,33627.925781,240138
2016-06-30,34750.000000,35000.000000,34100.000000,34550.000000,33873.023438,175766
2016-07-01,34450.000000,34750.000000,33900.000000,34450.000000,33774.984375,187224
2016-07-04,34350.000000,35900.000000,34200.000000,35800.000000,35098.531250,269742
2016-07-05,35600.000000,35950.000000,35000.000000,35650.000000,34951.472656,147686
2016-07-06,35400.000000,35650.000000,34250.000000,34350.000000,33676.945313,190908
2016-07-07,34900.000000,34950.000000,34200.000000,34400.000000,33725.964844,145954
2016-07-08,34500.000000,34500.000000,33100.000000,33350.000000,32696.539063,315324
2016-07-11,33850.000000,34300.000000,33700.000000,33900.000000,33235.761719,150960
2016-07-12,33900.000000,34650.000000,33600.000000,34300.000000,33627.925781,122844
2016-07-13,34500.000000,35050.000000,34050.000000,34250.000000,33578.906250,226366
2016-07-14,34250.000000,34500.000000,33800.000000,34000.000000,33333.804688,163504
2016-07-15,34500.000000,35750.000000,34200.000000,35500.000000,34804.410156,385694
2016-07-18,35550.000000,36100.000000,35150.000000,35600.000000,34902.453125,130152
2016-07-19,35800.000000,35800.000000,35000.000000,35400.000000,34706.371094,109928
2016-07-20,35400.000000,35400.000000,34600.000000,34850.000000,34167.144531,149436
2016-07-21,35000.000000,35150.000000,34600.000000,35050.000000,34363.230469,80096
2016-07-22,34900.000000,36250.000000,34600.000000,36100.000000,35392.656250,354078
2016-07-25,36100.000000,36950.000000,36100.000000,36700.000000,35980.898438,283090
2016-07-26,36550.000000,37050.000000,36100.000000,37000.000000,36275.023438,213396
2016-07-27,37100.000000,38250.000000,37000.000000,38150.000000,37402.488281,454298
2016-07-28,38600.000000,40250.000000,38300.000000,40100.000000,39314.277344,858326
2016-07-29,40150.000000,40500.000000,39300.000000,40200.000000,39412.320313,334232
2016-08-01,40000.000000,41850.000000,39700.000000,41350.000000,40539.789063,384868
2016-08-02,41150.000000,41700.000000,40200.000000,40800.000000,40000.562500,272652
2016-08-03,40050.000000,41950.000000,39750.000000,41800.000000,40980.968750,295598
2016-08-04,41850.000000,42250.000000,39850.000000,39850.000000,39069.175781,311274
2016-08-05,40000.000000,41550.000000,39900.000000,40750.000000,39951.542969,329370
2016-08-08,41250.000000,42750.000000,40650.000000,40850.000000,40049.582031,300556
2016-08-09,41350.000000,41600.000000,40500.000000,40650.000000,39853.500000,263386
2016-08-10,40800.000000,41900.000000,40750.000000,41500.000000,40686.847656,368168
2016-08-11,41500.000000,41500.000000,40500.000000,41000.000000,40196.644531,254870
2016-08-12,41300.000000,41700.000000,40650.000000,41500.000000,40686.847656,213406
2016-08-16,41700.000000,41700.000000,40850.000000,40900.000000,40098.601563,128554
2016-08-17,40700.000000,41400.000000,40500.000000,41350.000000,40539.789063,125662
2016-08-18,41400.000000,41400.000000,40050.000000,40400.000000,39608.402344,207872
2016-08-19,40200.000000,41300.000000,40050.000000,41150.000000,40343.703125,203886
2016-08-22,40700.000000,41050.000000,38750.000000,38900.000000,38137.789063,382594
2016-08-23,38900.000000,39350.000000,38350.000000,39100.000000,38333.875000,185510
2016-08-24,39100.000000,39900.000000,38850.000000,39550.000000,38775.054688,178946
2016-08-25,39150.000000,39700.000000,38750.000000,38900.000000,38137.789063,193564
2016-08-26,38850.000000,38850.000000,37600.000000,38150.000000,37402.488281,246642
2016-08-29,38000.000000,39400.000000,37650.000000,38450.000000,37696.609375,255932
2016-08-30,38500.000000,38600.000000,36700.000000,37150.000000,36422.082031,453182
2016-08-31,37000.000000,38350.000000,37000.000000,38100.000000,37353.468750,195306
2016-09-01,37950.000000,38350.000000,37400.000000,37950.000000,37206.402344,188146
2016-09-02,37950.000000,38950.000000,37500.000000,38850.000000,38088.769531,235790
2016-09-05,39250.000000,39500.000000,38600.000000,38950.000000,38186.808594,206386
2016-09-06,39000.000000,40500.000000,39000.000000,40200.000000,39412.320313,300282
2016-09-07,40300.000000,41250.000000,38600.000000,38950.000000,38186.808594,306768
2016-09-08,39100.000000,39150.000000,38000.000000,38000.000000,37255.425781,266356
2016-09-09,38150.000000,38350.000000,37800.000000,37900.000000,37157.382813,140616
2016-09-12,37050.000000,37400.000000,35650.000000,35650.000000,34951.472656,468642
2016-09-13,36150.000000,36500.000000,35200.000000,35700.000000,35000.492188,264720
2016-09-19,35050.000000,35650.000000,34500.000000,35550.000000,34853.429688,423536
2016-09-20,35400.000000,35650.000000,34750.000000,35100.000000,34412.250000,205052
2016-09-21,35050.000000,35200.000000,34650.000000,35100.000000,34412.250000,136216
2016-09-22,35650.000000,36400.000000,35350.000000,36000.000000,35294.617188,270890
2016-09-23,36500.000000,36950.000000,36050.000000,36850.000000,36127.957031,219218
2016-09-26,36850.000000,37050.000000,36350.000000,36750.000000,36029.917969,134844
2016-09-27,36750.000000,36900.000000,36150.000000,36700.000000,35980.898438,116158
2016-09-28,36500.000000,37200.000000,36300.000000,36500.000000,35784.816406,134004
2016-09-29,36950.000000,37950.000000,36950.000000,37550.000000,36814.242188,210756
2016-09-30,36950.000000,37650.000000,36600.000000,37100.000000,36373.062500,130486
2016-10-04,37250.000000,37600.000000,36750.000000,36950.000000,36226.000000,133326
2016-10-05,36950.000000,37050.000000,36350.000000,36950.000000,36226.000000,125386
2016-10-06,37000.000000,37700.000000,36700.000000,37450.000000,36716.203125,197438
2016-10-07,37800.000000,39950.000000,37500.000000,39450.000000,38677.015625,558470
2016-10-10,39550.000000,40750.000000,39500.000000,40200.000000,39412.320313,320096
2016-10-11,40800.000000,41300.000000,40700.000000,41050.000000,40245.664063,355510
2016-10-12,40600.000000,41200.000000,39500.000000,39550.000000,38775.054688,286672
2016-10-13,39600.000000,40150.000000,39200.000000,39400.000000,38627.996094,172264
2016-10-14,39550.000000,40300.000000,39050.000000,39300.000000,38529.953125,187370
2016-10-17,39500.000000,40000.000000,39100.000000,39150.000000,38382.894531,138326
2016-10-18,39250.000000,40450.000000,39000.000000,40450.000000,39657.421875,186128
2016-10-19,40550.000000,40900.000000,39800.000000,40150.000000,39363.300781,136044
2016-10-20,40250.000000,40500.000000,39550.000000,39850.000000,39069.175781,117060
2016-10-21,40000.000000,40000.000000,39250.000000,39400.000000,38627.996094,120562
2016-10-24,39500.000000,40450.000000,39100.000000,40100.000000,39314.277344,187832
2016-10-25,40450.000000,40750.000000,39250.000000,39500.000000,38726.035156,243814
2016-10-26,39150.000000,39350.000000,36550.000000,36800.000000,36078.937500,598990
2016-10-27,36350.000000,36850.000000,35300.000000,35750.000000,35049.511719,661752
2016-10-28,35850.000000,35850.000000,34900.000000,35350.000000,34657.351563,322784
2016-10-31,35250.000000,35750.000000,35000.000000,35150.000000,34461.269531,216292
2016-11-01,34750.000000,35150.000000,32850.000000,33250.000000,32598.498047,656978
2016-11-02,33100.000000,33850.000000,33000.000000,33200.000000,32549.478516,229174
2016-11-03,33150.000000,33550.000000,32650.000000,33100.000000,32451.437500,253400
2016-11-04,32650.000000,33050.000000,31650.000000,32100.000000,31471.031250,371724
2016-11-07,32500.000000,33650.000000,32450.000000,33650.000000,32990.660156,254098
2016-11-08,33850.000000,33900.000000,32050.000000,32800.000000,32157.314453,447320
2016-11-09,32800.000000,33000.000000,30500.000000,31300.000000,30686.707031,582942
2016-11-10,32000.000000,32900.000000,31650.000000,32650.000000,32010.255859,240582
2016-11-11,32400.000000,33150.000000,32000.000000,32450.000000,31814.171875,204772
2016-11-14,32450.000000,33500.000000,32350.000000,33050.000000,32402.416016,243326
2016-11-15,33250.000000,33750.000000,32400.000000,33750.000000,33088.699219,266420
2016-11-16,36000.000000,37150.000000,35150.000000,35400.000000,34706.371094,1049448
2016-11-17,35400.000000,36600.000000,35250.000000,36100.000000,35392.656250,400218
2016-11-18,36100.000000,36100.000000,34800.000000,35350.000000,34657.351563,202978
2016-11-21,35350.000000,35650.000000,35000.000000,35000.000000,34314.210938,157932
2016-11-22,34950.000000,34950.000000,32450.000000,32900.000000,32255.355469,785838
2016-11-23,32850.000000,33150.000000,32250.000000,33000.000000,32353.396484,400722
2016-11-24,32900.000000,32950.000000,31650.000000,32000.000000,31372.990234,351132
2016-11-25,31650.000000,32250.000000,31000.000000,32000.000000,31372.990234,334658
2016-11-28,31900.000000,32250.000000,31200.000000,31500.000000,30882.787109,244772
2016-11-29,31350.000000,31800.000000,31050.000000,31100.000000,30490.625000,215538
2016-11-30,31000.000000,31300.000000,30550.000000,30950.000000,30343.562500,225810
2016-12-01,31750.000000,32350.000000,31700.000000,31800.000000,31176.910156,295690
2016-12-02,31600.000000,32150.000000,31250.000000,31400.000000,30784.746094,271722
2016-12-05,31400.000000,32900.000000,31350.000000,31800.000000,31176.910156,332354
2016-12-06,32450.000000,32700.000000,32150.000000,32350.000000,31716.132813,261450
2016-12-07,32500.000000,32700.000000,31850.000000,31950.000000,31323.968750,145722
2016-12-08,32400.000000,33100.000000,32100.000000,33100.000000,32451.437500,239090
2016-12-09,32900.000000,33700.000000,32750.000000,33350.000000,32696.539063,205792
2016-12-12,34800.000000,35500.000000,34100.000000,34750.000000,34069.105469,482902
2016-12-13,35000.000000,35100.000000,33900.000000,34250.000000,33578.906250,212528
2016-12-14,34300.000000,34600.000000,33700.000000,34100.000000,33431.843750,128122
2016-12-15,33750.000000,34500.000000,33050.000000,34450.000000,33774.984375,256082
2016-12-16,34000.000000,34750.000000,33900.000000,34550.000000,33873.023438,164922
2016-12-19,34600.000000,34700.000000,33750.000000,33950.000000,33284.785156,124124
2016-12-20,34050.000000,34550.000000,33850.000000,34000.000000,33333.804688,88046
2016-12-21,34000.000000,34700.000000,34000.000000,34250.000000,33578.906250,182014
2016-12-22,34000.000000,34650.000000,33750.000000,34350.000000,33676.945313,144372
2016-12-23,34400.000000,34400.000000,33800.000000,34100.000000,33431.843750,95610
2016-12-26,34150.000000,34250.000000,33750.000000,33850.000000,33186.738281,59354
2016-12-27,33850.000000,33900.000000,33150.000000,33150.000000,32500.458984,146604
2016-12-28,33200.000000,33900.000000,33200.000000,33600.000000,32941.640625,92796
2016-12-29,33600.000000,33750.000000,33150.000000,33600.000000,32941.640625,81670
2017-01-02,33800.000000,33800.000000,33200.000000,33500.000000,32843.597656,75660
2017-01-03,33500.000000,34400.000000,33100.000000,34200.000000,33529.882813,177434
2017-01-04,34000.000000,34050.000000,32750.000000,32800.000000,32157.314453,370162
2017-01-05,32900.000000,33450.000000,32600.000000,32650.000000,32010.255859,240128
2017-01-06,32800.000000,33150.000000,32500.000000,33000.000000,32353.396484,118610
2017-01-09,32850.000000,33200.000000,32500.000000,32650.000000,32010.255859,126728
2017-01-10,32300.000000,32650.000000,31900.000000,32050.000000,31422.011719,278746
2017-01-11,32000.000000,32750.000000,31950.000000,32650.000000,32010.255859,217170
2017-01-12,32900.000000,33600.000000,32400.000000,32800.000000,32157.314453,282850
2017-01-13,32650.000000,32750.000000,32250.000000,32650.000000,32010.255859,165690
2017-01-16,32550.000000,32700.000000,32100.000000,32350.000000,31716.132813,164194
2017-01-17,32450.000000,32900.000000,32350.000000,32500.000000,31863.193359,118146
2017-01-18,32150.000000,32200.000000,31600.000000,31950.000000,31323.968750,221380
2017-01-19,31850.000000,32200.000000,31500.000000,31550.000000,30931.808594,163322
2017-01-20,31200.000000,31700.000000,30850.000000,31050.000000,30441.605469,342022
2017-01-23,31100.000000,31300.000000,30250.000000,30400.000000,29804.339844,265912
2017-01-24,30250.000000,30750.000000,29600.000000,29950.000000,29363.158203,311056
2017-01-25,30150.000000,30150.000000,28850.000000,29000.000000,28431.773438,387852
2017-01-26,28950.000000,29500.000000,28900.000000,29300.000000,28725.894531,181100
2017-01-31,29200.000000,29350.000000,28400.000000,28700.000000,28137.650391,215328
2017-02-01,28500.000000,29550.000000,28500.000000,29150.000000,28578.833984,202222
2017-02-02,29000.000000,30300.000000,28950.000000,30050.000000,29461.199219,320732
2017-02-03,30000.000000,30150.000000,29150.000000,29200.000000,28627.853516,215440
2017-02-06,29650.000000,29950.000000,29300.000000,29900.000000,29314.136719,136434
2017-02-07,30200.000000,30300.000000,29550.000000,30050.000000,29461.199219,171826
2017-02-08,30100.000000,30450.000000,29950.000000,30250.000000,29657.279297,185558
2017-02-09,30300.000000,30450.000000,30050.000000,30200.000000,29608.259766,171860
2017-02-10,30000.000000,30250.000000,28950.000000,29400.000000,28823.933594,565952
2017-02-13,29500.000000,30100.000000,29450.000000,29600.000000,29020.015625,246826
2017-02-14,29700.000000,30150.000000,29400.000000,29500.000000,28921.976563,165424
2017-02-15,29400.000000,30700.000000,29400.000000,30600.000000,30000.421875,449444
2017-02-16,30650.000000,30700.000000,30050.000000,30300.000000,29706.300781,179294
2017-02-17,30100.000000,30200.000000,29600.000000,29900.000000,29314.136719,168042
2017-02-20,30100.000000,30200.000000,29550.000000,30100.000000,29510.218750,154912
2017-02-21,30150.000000,31900.000000,30150.000000,31800.000000,31176.910156,658698
2017-02-22,31800.000000,33100.000000,31750.000000,32900.000000,32255.355469,591670
2017-02-23,33000.000000,33050.000000,32300.000000,32800.000000,32157.314453,286436
2017-02-24,32900.000000,33500.000000,32550.000000,32850.000000,32206.335938,263244
2017-02-27,33350.000000,34150.000000,33100.000000,34100.000000,33431.843750,462490
2017-02-28,34750.000000,36900.000000,34050.000000,36500.000000,35784.816406,1171776
2017-03-02,37150.000000,37250.000000,35800.000000,36250.000000,35539.714844,714794
