Date,Open,High,Low,Close,Adj Close,Volume
2016-05-12,138000.000000,138500.000000,136500.000000,136500.000000,119240.882813,421047
2016-05-13,136000.000000,137500.000000,135000.000000,135000.000000,117930.539063,529746
2016-05-16,136500.000000,137500.000000,135000.000000,135500.000000,118367.312500,397771
2016-05-17,135500.000000,136500.000000,134500.000000,134500.000000,117493.765625,314839
2016-05-18,135000.000000,135500.000000,132000.000000,133000.000000,116183.414063,630692
2016-05-19,132500.000000,136000.000000,132500.000000,134500.000000,117493.765625,389055
2016-05-20,134000.000000,135000.000000,131500.000000,132000.000000,115309.867188,462176
2016-05-23,133000.000000,134500.000000,133000.000000,133000.000000,116183.414063,310458
2016-05-24,133000.000000,135000.000000,132000.000000,133500.000000,116620.203125,355717
2016-05-25,134500.000000,137000.000000,134000.000000,135000.000000,117930.539063,500528
2016-05-26,136000.000000,137000.000000,134500.000000,135000.000000,117930.539063,342299
2016-05-27,136000.000000,136500.000000,135000.000000,136000.000000,118804.109375,346406
2016-05-30,136000.000000,137500.000000,135000.000000,136500.000000,119240.882813,474129
2016-05-31,136500.000000,139500.000000,135000.000000,139500.000000,121861.562500,1734508
2016-06-01,137500.000000,138500.000000,136500.000000,138000.000000,120551.226563,507997
2016-06-02,138500.000000,139000.000000,136500.000000,138000.000000,120551.226563,419054
2016-06-03,138000.000000,139500.000000,137500.000000,138500.000000,120988.000000,352778
2016-06-07,138500.000000,139500.000000,137500.000000,139500.000000,121861.562500,608452
2016-06-08,138500.000000,141500.000000,138500.000000,139500.000000,121861.562500,598656
2016-06-09,139500.000000,140500.000000,137500.000000,139000.000000,121424.781250,578177
2016-06-10,138500.000000,140000.000000,138000.000000,139000.000000,121424.781250,350588
2016-06-13,138000.000000,138500.000000,135500.000000,135500.000000,118367.312500,476958
2016-06-14,135500.000000,138500.000000,135000.000000,138500.000000,120988.000000,431039
2016-06-15,138000.000000,139500.000000,135000.000000,135500.000000,118367.312500,409607
2016-06-16,135500.000000,136000.000000,133500.000000,134500.000000,117493.765625,399199
2016-06-17,136000.000000,136500.000000,133500.000000,134500.000000,117493.765625,328695
2016-06-20,136000.000000,138500.000000,135500.000000,136500.000000,119240.882813,305307
2016-06-21,136500.000000,139000.000000,135500.000000,138000.000000,120551.226563,353879
2016-06-22,138500.000000,141500.000000,138500.000000,140000.000000,122298.328125,413267
2016-06-23,140500.000000,141500.000000,140000.000000,141000.000000,123171.890625,273960
2016-06-24,140500.000000,142000.000000,134500.000000,139500.000000,121861.562500,901574
2016-06-27,141000.000000,144000.000000,139500.000000,141500.000000,123608.679688,1031506
2016-06-28,141500.000000,142000.000000,138500.000000,139000.000000,121424.781250,570526
2016-06-29,140000.000000,140000.000000,137500.000000,139000.000000,122304.671875,436045
2016-06-30,138000.000000,138500.000000,135500.000000,135500.000000,119225.046875,2700499
2016-07-01,136500.000000,138000.000000,136000.000000,137000.000000,120544.890625,388387
2016-07-04,138000.000000,139500.000000,137000.000000,137000.000000,120544.890625,518981
2016-07-05,136500.000000,137000.000000,134500.000000,135000.000000,118785.101563,389267
2016-07-06,134000.000000,134500.000000,129000.000000,130000.000000,114385.664063,1098353
2016-07-07,131500.000000,132500.000000,130500.000000,131000.000000,115265.562500,351312
2016-07-08,131000.000000,133000.000000,129000.000000,130500.000000,114825.601563,472095
2016-07-11,130500.000000,132000.000000,130500.000000,131000.000000,115265.562500,395952
2016-07-12,131500.000000,133000.000000,131000.000000,132000.000000,116145.437500,401323
2016-07-13,133000.000000,135500.000000,132500.000000,135500.000000,119225.046875,567236
2016-07-14,134000.000000,134500.000000,131000.000000,131500.000000,115705.500000,688220
2016-07-15,132000.000000,134000.000000,132000.000000,133000.000000,117025.320313,608594
2016-07-18,133000.000000,134000.000000,131000.000000,132000.000000,116145.437500,417748
2016-07-19,131500.000000,132000.000000,130000.000000,130000.000000,114385.664063,630163
2016-07-20,129500.000000,131000.000000,129000.000000,129500.000000,113945.710938,513880
2016-07-21,130000.000000,131000.000000,128500.000000,130000.000000,114385.664063,459440
2016-07-22,130000.000000,130500.000000,129000.000000,129000.000000,113505.773438,364418
2016-07-25,129500.000000,136000.000000,129500.000000,135500.000000,119225.046875,1182857
2016-07-26,135000.000000,139500.000000,134000.000000,136000.000000,119665.007813,1125762
2016-07-27,137000.000000,137500.000000,135000.000000,137000.000000,120544.890625,450182
2016-07-28,137500.000000,138000.000000,135000.000000,136000.000000,119665.007813,451570
2016-07-29,135000.000000,136000.000000,132000.000000,132000.000000,116145.437500,698032
2016-08-01,132500.000000,136000.000000,132500.000000,135500.000000,119225.046875,510753
2016-08-02,135500.000000,135500.000000,133000.000000,134000.000000,117905.234375,383193
2016-08-03,133000.000000,134000.000000,130500.000000,132000.000000,116145.437500,393748
2016-08-04,132500.000000,133000.000000,129500.000000,130500.000000,114825.601563,552854
2016-08-05,130500.000000,133000.000000,130500.000000,133000.000000,117025.320313,432472
2016-08-08,134000.000000,134000.000000,132000.000000,133000.000000,117025.320313,367241
2016-08-09,135000.000000,137000.000000,134500.000000,136500.000000,120104.953125,590729
2016-08-10,135500.000000,137000.000000,134000.000000,134000.000000,117905.234375,495316
2016-08-11,134000.000000,135000.000000,133500.000000,134500.000000,118345.164063,340296
2016-08-12,135000.000000,136000.000000,134500.000000,136000.000000,119665.007813,441448
2016-08-16,136000.000000,137000.000000,133000.000000,133000.000000,117025.320313,564040
2016-08-17,133500.000000,135000.000000,133000.000000,135000.000000,118785.101563,456621
2016-08-18,134500.000000,135000.000000,132000.000000,132500.000000,116585.375000,501557
2016-08-19,133000.000000,134000.000000,132000.000000,132500.000000,116585.375000,375138
2016-08-22,132500.000000,133000.000000,131000.000000,132000.000000,116145.437500,400250
