접수번호,계정명,당기명,당기일자,당기금액,전기명,전기일자,전기금액
20200330004041,자산총계,제 52 기,2019.12.31 현재,"74,157,219,000,000",제 51 기,2018.12.31 현재,"69,742,508,000,000"
20200330004041,유동부채,제 52 기,2019.12.31 현재,"15,148,868,000,000",제 51 기,2018.12.31 현재,"12,737,313,000,000"
20200330004041,비유동부채,제 52 기,2019.12.31 현재,"5,089,342,000,000",제 51 기,2018.12.31 현재,"4,429,408,000,000"
20200330004041,부채총계,제 52 기,2019.12.31 현재,"20,238,210,000,000",제 51 기,2018.12.31 현재,"17,166,721,000,000"
20200330004041,자본금,제 52 기,2019.12.31 현재,"1,488,993,000,000",제 51 기,2018.12.31 현재,"1,488,993,000,000"
20200330004041,이익잉여금,제 52 기,2019.12.31 현재,"49,870,324,000,000",제 51 기,2018.12.31 현재,"48,137,551,000,000"
20200330004041,자본총계,제 52 기,2019.12.31 현재,"53,919,009,000,000",제 51 기,2018.12.31 현재,"52,575,787,000,000"
20200330004041,매출액,제 52 기,2019.01.01 ~ 2019.12.31,"49,155,693,000,000",제 51 기,2018.01.01 ~ 2018.12.31,"43,160,108,000,000"
20200330004041,영업이익,제 52 기,2019.01.01 ~ 2019.12.31,"1,580,164,000,000",제 51 기,2018.01.01 ~ 2018.12.31,"-59,322,000,000"
20200330004041,법인세차감전 순이익,제 52 기,2019.01.01 ~ 2019.12.31,"3,189,893,000,000",제 51 기,2018.01.01 ~ 2018.12.31,"709,948,000,000"
20200330004041,당기순이익,제 52 기,2019.01.01 ~ 2019.12.31,"2,832,289,000,000",제 51 기,2018.01.01 ~ 2018.12.31,"414,941,000,000"
20200515002179,유동자산,제 53 기1분기말,2020.03.31 현재,"76,223,367,000,000",제 52 기말,2019.12.31 현재,"76,082,873,000,000"
20200515002179,비유동자산,제 53 기1분기말,2020.03.31 현재,"122,627,482,000,000",제 52 기말,2019.12.31 현재,"118,429,347,000,000"
20200515002179,자산총계,제 53 기1분기말,2020.03.31 현재,"198,850,849,000,000",제 52 기말,2019.12.31 현재,"194,512,220,000,000"
20200515002179,유동부채,제 53 기1분기말,2020.03.31 현재,"54,206,672,000,000",제 52 기말,2019.12.31 현재,"53,314,096,000,000"
20200515002179,비유동부채,제 53 기1분기말,2020.03.31 현재,"68,717,561,000,000",제 52 기말,2019.12.31 현재,"64,832,370,000,000"
20200515002179,부채총계,제 53 기1분기말,2020.03.31 현재,"122,924,233,000,000",제 52 기말,2019.12.31 현재,"118,146,466,000,000"
20200515002179,자본금,제 53 기1분기말,2020.03.31 현재,"1,488,993,000,000",제 52 기말,2019.12.31 현재,"1,488,993,000,000"
20200515002179,이익잉여금,제 53 기1분기말,2020.03.31 현재,"67,900,357,000,000",제 52 기말,2019.12.31 현재,"68,249,633,000,000"
20200515002179,자본총계,제 53 기1분기말,2020.03.31 현재,"75,926,616,000,000",제 52 기말,2019.12.31 현재,"76,365,754,000,000"
20200515002179,매출액,제 53 기1분기,2020.01.01 ~ 2020.03.31,"25,319,448,000,000",제 52 기1분기,2019.01.01 ~ 2019.03.31,"23,987,079,000,000"
20200515002179,법인세차감전 순이익,제 53 기1분기,2020.01.01 ~ 2020.03.31,"724,268,000,000",제 52 기1분기,2019.01.01 ~ 2019.03.31,"1,216,801,000,000"
20200515002179,유동자산,제 53 기1분기말,2020.03.31 현재,"20,840,752,000,000",제 52 기말,2019.12.31 현재,"22,346,792,000,000"
20200515002179,비유동자산,제 53 기1분기말,2020.03.31 현재,"52,605,608,000,000",제 52 기말,2019.12.31 현재,"51,810,427,000,000"
20200515002179,자산총계,제 53 기1분기말,2020.03.31 현재,"73,446,360,000,000",제 52 기말,2019.12.31 현재,"74,157,219,000,000"
20200515002179,유동부채,제 53 기1분기말,2020.03.31 현재,"15,409,856,000,000",제 52 기말,2019.12.31 현재,"15,148,868,000,000"
20200515002179,비유동부채,제 53 기1분기말,2020.03.31 현재,"4,860,296,000,000",제 52 기말,2019.12.31 현재,"5,089,342,000,000"
20200515002179,부채총계,제 53 기1분기말,2020.03.31 현재,"20,270,152,000,000",제 52 기말,2019.12.31 현재,"20,238,210,000,000"
20200515002179,자본금,제 53 기1분기말,2020.03.31 현재,"1,488,993,000,000",제 52 기말,2019.12.31 현재,"1,488,993,000,000"
20200515002179,이익잉여금,제 53 기1분기말,2020.03.31 현재,"49,694,208,000,000",제 52 기말,2019.12.31 현재,"49,870,324,000,000"
20200515002179,자본총계,제 53 기1분기말,2020.03.31 현재,"53,176,208,000,000",제 52 기말,2019.12.31 현재,"53,919,009,000,000"
20200515002179,매출액,제 53 기1분기,2020.01.01 ~ 2020.03.31,"11,274,965,000,000",제 52 기1분기,2019.01.01 ~ 2019.03.31,"11,276,932,000,000"
20200515002179,영업이익,제 53 기1분기,2020.01.01 ~ 2020.03.31,"399,673,000,000",제 52 기1분기,2019.01.01 ~ 2019.03.31,"235,271,000,000"
20200515002179,법인세차감전 순이익,제 53 기1분기,2020.01.01 ~ 2020.03.31,"705,277,000,000",제 52 기1분기,2019.01.01 ~ 2019.03.31,"902,734,000,000"
20200515002179,당기순이익,제 53 기1분기,2020.01.01 ~ 2020.03.31,"614,159,000,000",제 52 기1분기,2019.01.01 ~ 2019.03.31,"794,849,000,000"
20200814002203,유동자산,제 53 기반기말,2020.06.30 현재,"79,025,897,000,000",제 52 기말,2019.12.31 현재,"76,082,873,000,000"
20200814002203,비유동자산,제 53 기반기말,2020.06.30 현재,"122,778,623,000,000",제 52 기말,2019.12.31 현재,"118,429,347,000,000"
20200814002203,자산총계,제 53 기반기말,2020.06.30 현재,"201,804,520,000,000",제 52 기말,2019.12.31 현재,"194,512,220,000,000"
20200814002203,유동부채,제 53 기반기말,2020.06.30 현재,"54,213,858,000,000",제 52 기말,2019.12.31 현재,"53,314,096,000,000"
20200814002203,비유동부채,제 53 기반기말,2020.06.30 현재,"71,542,527,000,000",제 52 기말,2019.12.31 현재,"64,832,370,000,000"
20200814002203,부채총계,제 53 기반기말,2020.06.30 현재,"125,756,385,000,000",제 52 기말,2019.12.31 현재,"118,146,466,000,000"
20200814002203,자본금,제 53 기반기말,2020.06.30 현재,"1,488,993,000,000",제 52 기말,2019.12.31 현재,"1,488,993,000,000"
20200814002203,이익잉여금,제 53 기반기말,2020.06.30 현재,"68,114,066,000,000",제 52 기말,2019.12.31 현재,"68,249,633,000,000"
20200814002203,자본총계,제 53 기반기말,2020.06.30 현재,"76,048,135,000,000",제 52 기말,2019.12.31 현재,"76,365,754,000,000"
20200814002203,매출액,제 53 기반기,2020.01.01 ~ 2020.06.30,"21,858,991,000,000",제 52 기반기,2019.01.01 ~ 2019.06.30,"26,966,353,000,000"
20200814002203,법인세차감전 순이익,제 53 기반기,2020.01.01 ~ 2020.06.30,"596,266,000,000",제 52 기반기,2019.01.01 ~ 2019.06.30,"1,385,986,000,000"
20200814002203,유동자산,제 53 기반기말,2020.06.30 현재,"21,464,025,000,000",제 52 기말,2019.12.31 현재,"22,346,792,000,000"
20200814002203,비유동자산,제 53 기반기말,2020.06.30 현재,"53,002,258,000,000",제 52 기말,2019.12.31 현재,"51,810,427,000,000"
20200814002203,자산총계,제 53 기반기말,2020.06.30 현재,"74,466,283,000,000",제 52 기말,2019.12.31 현재,"74,157,219,000,000"
20200814002203,유동부채,제 53 기반기말,2020.06.30 현재,"14,648,064,000,000",제 52 기말,2019.12.31 현재,"15,148,868,000,000"
20200814002203,비유동부채,제 53 기반기말,2020.06.30 현재,"6,046,491,000,000",제 52 기말,2019.12.31 현재,"5,089,342,000,000"
20200814002203,부채총계,제 53 기반기말,2020.06.30 현재,"20,694,555,000,000",제 52 기말,2019.12.31 현재,"20,238,210,000,000"
20200814002203,자본금,제 53 기반기말,2020.06.30 현재,"1,488,993,000,000",제 52 기말,2019.12.31 현재,"1,488,993,000,000"
20200814002203,이익잉여금,제 53 기반기말,2020.06.30 현재,"50,171,398,000,000",제 52 기말,2019.12.31 현재,"49,870,324,000,000"
20200814002203,자본총계,제 53 기반기말,2020.06.30 현재,"53,771,728,000,000",제 52 기말,2019.12.31 현재,"53,919,009,000,000"
20200814002203,매출액,제 53 기반기,2020.01.01 ~ 2020.06.30,"12,131,110,000,000",제 52 기반기,2019.01.01 ~ 2019.06.30,"12,952,915,000,000"
20200814002203,영업이익,제 53 기반기,2020.01.01 ~ 2020.06.30,"651,424,000,000",제 52 기반기,2019.01.01 ~ 2019.06.30,"673,872,000,000"
20200814002203,법인세차감전 순이익,제 53 기반기,2020.01.01 ~ 2020.06.30,"646,633,000,000",제 52 기반기,2019.01.01 ~ 2019.06.30,"1,253,852,000,000"
20200814002203,당기순이익,제 53 기반기,2020.01.01 ~ 2020.06.30,"482,965,000,000",제 52 기반기,2019.01.01 ~ 2019.06.30,"1,017,689,000,000"
20201116001588,유동자산,제 53 기3분기말,2020.09.30 현재,"81,868,709,000,000",제 52 기말,2019.12.31 현재,"76,082,873,000,000"
20201116001588,비유동자산,제 53 기3분기말,2020.09.30 현재,"125,227,530,000,000",제 52 기말,2019.12.31 현재,"118,429,347,000,000"
20201116001588,자산총계,제 53 기3분기말,2020.09.30 현재,"207,096,239,000,000",제 52 기말,2019.12.31 현재,"194,512,220,000,000"
20201116001588,유동부채,제 53 기3분기말,2020.09.30 현재,"57,820,469,000,000",제 52 기말,2019.12.31 현재,"53,314,096,000,000"
20201116001588,비유동부채,제 53 기3분기말,2020.09.30 현재,"73,425,666,000,000",제 52 기말,2019.12.31 현재,"64,832,370,000,000"
20201116001588,부채총계,제 53 기3분기말,2020.09.30 현재,"131,246,135,000,000",제 52 기말,2019.12.31 현재,"118,146,466,000,000"
20201116001588,자본금,제 53 기3분기말,2020.09.30 현재,"1,488,993,000,000",제 52 기말,2019.12.31 현재,"1,488,993,000,000"
20201116001588,이익잉여금,제 53 기3분기말,2020.09.30 현재,"67,787,240,000,000",제 52 기말,2019.12.31 현재,"68,249,633,000,000"
20201116001588,자본총계,제 53 기3분기말,2020.09.30 현재,"75,850,104,000,000",제 52 기말,2019.12.31 현재,"76,365,754,000,000"
20201116001588,매출액,제 53 기3분기,2020.01.01 ~ 2020.09.30,"27,575,812,000,000",제 52 기3분기,2019.01.01 ~ 2019.09.30,"26,968,853,000,000"
20201116001588,영업이익,제 53 기3분기,2020.01.01 ~ 2020.09.30,"-313,823,000,000",제 52 기3분기,2019.01.01 ~ 2019.09.30,"378,520,000,000"
20201116001588,법인세차감전 순이익,제 53 기3분기,2020.01.01 ~ 2020.09.30,"-362,301,000,000",제 52 기3분기,2019.01.01 ~ 2019.09.30,"429,016,000,000"
20201116001588,유동자산,제 53 기3분기말,2020.09.30 현재,"22,969,659,000,000",제 52 기말,2019.12.31 현재,"22,346,792,000,000"
20201116001588,비유동자산,제 53 기3분기말,2020.09.30 현재,"53,652,949,000,000",제 52 기말,2019.12.31 현재,"51,810,427,000,000"
20201116001588,자산총계,제 53 기3분기말,2020.09.30 현재,"76,622,608,000,000",제 52 기말,2019.12.31 현재,"74,157,219,000,000"
20201116001588,유동부채,제 53 기3분기말,2020.09.30 현재,"16,009,664,000,000",제 52 기말,2019.12.31 현재,"15,148,868,000,000"
20201116001588,비유동부채,제 53 기3분기말,2020.09.30 현재,"6,988,242,000,000",제 52 기말,2019.12.31 현재,"5,089,342,000,000"
20201116001588,부채총계,제 53 기3분기말,2020.09.30 현재,"22,997,906,000,000",제 52 기말,2019.12.31 현재,"20,238,210,000,000"
20201116001588,자본금,제 53 기3분기말,2020.09.30 현재,"1,488,993,000,000",제 52 기말,2019.12.31 현재,"1,488,993,000,000"
20201116001588,이익잉여금,제 53 기3분기말,2020.09.30 현재,"49,925,195,000,000",제 52 기말,2019.12.31 현재,"49,870,324,000,000"
20201116001588,자본총계,제 53 기3분기말,2020.09.30 현재,"53,624,702,000,000",제 52 기말,2019.12.31 현재,"53,919,009,000,000"
20201116001588,매출액,제 53 기3분기,2020.01.01 ~ 2020.09.30,"12,681,923,000,000",제 52 기3분기,2019.01.01 ~ 2019.09.30,"11,334,037,000,000"
20201116001588,영업이익,제 53 기3분기,2020.01.01 ~ 2020.09.30,"-326,496,000,000",제 52 기3분기,2019.01.01 ~ 2019.09.30,"12,174,000,000"
20201116001588,법인세차감전 순이익,제 53 기3분기,2020.01.01 ~ 2020.09.30,"-380,040,000,000",제 52 기3분기,2019.01.01 ~ 2019.09.30,"324,758,000,000"
20201116001588,당기순이익,제 53 기3분기,2020.01.01 ~ 2020.09.30,"-246,203,000,000",제 52 기3분기,2019.01.01 ~ 2019.09.30,"490,799,000,000"
20210316000986,유동자산,제 53 기,2020.12.31 현재,"83,686,357,000,000",제 52 기,2019.12.31 현재,"76,082,873,000,000"
20210316000986,비유동자산,제 53 기,2020.12.31 현재,"125,657,855,000,000",제 52 기,2019.12.31 현재,"118,429,347,000,000"
20210316000986,자산총계,제 53 기,2020.12.31 현재,"209,344,212,000,000",제 52 기,2019.12.31 현재,"194,512,220,000,000"
20210316000986,유동부채,제 53 기,2020.12.31 현재,"59,459,528,000,000",제 52 기,2019.12.31 현재,"53,314,096,000,000"
20210316000986,비유동부채,제 53 기,2020.12.31 현재,"73,543,714,000,000",제 52 기,2019.12.31 현재,"64,832,370,000,000"
20210316000986,부채총계,제 53 기,2020.12.31 현재,"133,003,242,000,000",제 52 기,2019.12.31 현재,"118,146,466,000,000"
20210316000986,자본금,제 53 기,2020.12.31 현재,"1,488,993,000,000",제 52 기,2019.12.31 현재,"1,488,993,000,000"
20210316000986,이익잉여금,제 53 기,2020.12.31 현재,"68,911,800,000,000",제 52 기,2019.12.31 현재,"68,249,633,000,000"
20210316000986,자본총계,제 53 기,2020.12.31 현재,"76,340,970,000,000",제 52 기,2019.12.31 현재,"76,365,754,000,000"
20210316000986,매출액,제 53 기,2020.01.01 ~ 2020.12.31,"103,997,601,000,000",제 52 기,2019.01.01 ~ 2019.12.31,"105,746,422,000,000"
20210316000986,영업이익,제 53 기,2020.01.01 ~ 2020.12.31,"2,394,671,000,000",제 52 기,2019.01.01 ~ 2019.12.31,"3,605,505,000,000"
20210316000986,법인세차감전 순이익,제 53 기,2020.01.01 ~ 2020.12.31,"2,093,256,000,000",제 52 기,2019.01.01 ~ 2019.12.31,"4,163,766,000,000"
20210316000986,유동자산,제 53 기,2020.12.31 현재,"24,612,104,000,000",제 52 기,2019.12.31 현재,"22,346,792,000,000"
20210316000986,비유동자산,제 53 기,2020.12.31 현재,"54,038,579,000,000",제 52 기,2019.12.31 현재,"51,810,427,000,000"
20210316000986,자산총계,제 53 기,2020.12.31 현재,"78,650,683,000,000",제 52 기,2019.12.31 현재,"74,157,219,000,000"
20210316000986,유동부채,제 53 기,2020.12.31 현재,"17,709,438,000,000",제 52 기,2019.12.31 현재,"15,148,868,000,000"
20210316000986,비유동부채,제 53 기,2020.12.31 현재,"7,354,342,000,000",제 52 기,2019.12.31 현재,"5,089,342,000,000"
20210316000986,부채총계,제 53 기,2020.12.31 현재,"25,063,780,000,000",제 52 기,2019.12.31 현재,"20,238,210,000,000"
20210316000986,자본금,제 53 기,2020.12.31 현재,"1,488,993,000,000",제 52 기,2019.12.31 현재,"1,488,993,000,000"
20210316000986,이익잉여금,제 53 기,2020.12.31 현재,"49,631,113,000,000",제 52 기,2019.12.31 현재,"49,870,324,000,000"
20210316000986,자본총계,제 53 기,2020.12.31 현재,"53,586,903,000,000",제 52 기,2019.12.31 현재,"53,919,009,000,000"
20210316000986,매출액,제 53 기,2020.01.01 ~ 2020.12.31,"50,661,002,000,000",제 52 기,2019.01.01 ~ 2019.12.31,"49,155,693,000,000"
20210316000986,영업이익,제 53 기,2020.01.01 ~ 2020.12.31,"768,626,000,000",제 52 기,2019.01.01 ~ 2019.12.31,"1,580,164,000,000"
20210316000986,법인세차감전 순이익,제 53 기,2020.01.01 ~ 2020.12.31,"526,843,000,000",제 52 기,2019.01.01 ~ 2019.12.31,"3,189,893,000,000"
20210316000986,당기순이익,제 53 기,2020.01.01 ~ 2020.12.31,"526,975,000,000",제 52 기,2019.01.01 ~ 2019.12.31,"2,832,289,000,000"
