corp_code,corp_name,stock_code,modify_date
00249894,테라젠이텍스,066700,20201211
00199988,동아화성,041930,20201211
00120526,롯데쇼핑,023530,20210104
00105138,파라텍,033540,20210105
00105101,예스코홀딩스,015360,20210105
00203023,시노펙스,025320,20210105
00173102,모나리자,012690,20210215
00109514,티웨이홀딩스,004870,20210215
01243550,아이비케이에스제7호기업인수목적,276920,20200618
00102113,경인양행,012610,20201211
00266952,네오위즈홀딩스,042420,20201211
00145552,이수화학,005950,20201211
00406727,세진티에스,067770,20201214
00778235,TS인베스트먼트,246690,20201214
00390055,종근당바이오,063160,20201214
00389970,다날,064260,20201215
00605328,씨앤지하이테크,264660,20210215
00121941,대상,001680,20210105
00576798,디아이티,110990,20210215
00129235,삼화왕관,004450,20210215
00122551,백산,035150,20210215
01394377,이지스밸류플러스리츠,334890,20201022
00155373,풍강,093380,20201026
00261443,엔씨소프트,036570,20201215
00208444,피에스케이홀딩스,031980,20201215
00296324,큐로홀딩스,051780,20201215
00105961,LG이노텍,011070,20201215
00121507,무림SP,001810,20201215
00382199,신한지주,055550,20201216
01112889,피엔에이치테크,239890,20210216
01055317,비엔디생활건강,215050,20210112
00877059,삼성바이오로직스,207940,20210113
00176792,오렌지라이프생명보험,079440,20210113
00149293,신한은행,000010,20210113
00148610,한화투자증권,003530,20210113
00148364,하림지주,003380,20210204
00148832,제주은행,006220,20210204
00573269,에스코넥,096630,20210217
00126414,삼성제약,001360,20210217
00170558,코웨이,021240,20210217
00403632,현대퓨처넷,126560,20210217
00661847,화인베스틸,133820,20210217
00105165,극동전선,006250,20210215
01061497,퓨쳐스트림네트웍스,214270,20210215
00149266,CNH,023460,20210215
00280688,SBS콘텐츠허브,046140,20210215
00206084,세아메탈,033020,20210216
00367385,효성오앤비,097870,20200811
01090471,씨아이에스,222080,20201216
00352718,소리바다,053110,20201221
00137997,현대차증권,001500,20201221
00298447,아모텍,052710,20210216
00147295,전북은행,006350,20210113
00113058,한화생명,088350,20210113
00138321,신한금융투자,008670,20210113
00610490,비디아이,148140,20201230
00814810,엠에프엠코리아,251960,20201230
01186811,티에스트릴리온,284610,20201230
01105621,엔투텍,227950,20201230
00131850,SK증권,001510,20201231
00266961,NAVER,035420,20210105
00288343,삼영이엔씨,065570,20210127
00786331,에스앤씨엔진그룹,900080,20210127
00132202,선진뷰티사이언스,086710,20210127
01267170,SK케미칼,285130,20210216
00910202,대동고려삼,178600,20200814
00126292,삼성카드,029780,20210111
00540340,코리아센터,290510,20210216
01396676,미래에셋대우스팩4호,333430,20210216
01203808,AP시스템,265520,20210216
00877174,엠브레인,169330,20201015
01236286,컬러레이,900310,20201015
01478712,대덕전자,353200,20201231
00481454,금호타이어,073240,20210125
01066030,드림티엔터테인먼트,220110,20200713
00632845,노랑풍선,104620,20210215
00126788,삼아제약,009300,20210215
00539274,대상홀딩스,084690,20210216
00201733,TJ미디어,032540,20210128
00868705,윈스,136540,20210128
00258689,JYP Ent.,035900,20210128
00808086,애니젠,196300,20210216
00670766,엠투아이,347890,20210215
00410739,필로시스헬스케어,057880,20210128
00188715,현진소재,053660,20210128
00103176,흥국화재,000540,20210129
00245694,남화산업,111710,20210216
00145914,인터엠,017250,20210202
01359736,유진스팩4호,321260,20210202
01393721,유진스팩5호,331380,20210202
01110474,에스씨엠생명과학,298060,20210216
00122348,방림,003610,20201116
00480756,이트론,096040,20210215
01436628,이지스레지던스리츠,350520,20210215
01237540,이녹스첨단소재,272290,20210217
00587925,바이오리더스,142760,20210217
00584362,넥스지,081970,20210208
00166500,화천기계,010660,20210216
00623661,원익머트리얼즈,104830,20210216
01067242,티씨엠생명과학,228180,20210216
00145437,키위미디어그룹,012170,20210128
00609315,멜파스,096640,20210128
00123718,부광약품,003000,20210205
00349097,케이티스카이라이프,053210,20210216
00442145,아바코,083930,20210216
00136271,신성이엔지,011930,20201113
01237434,플리토,300080,20201202
00135467,승일,049830,20201202
00537832,푸른기술,094940,20201202
00815767,선데이토즈,123420,20201202
00663289,위월드,140660,20210216
00233653,한국토지신탁,034830,20210215
00855163,미원화학,134380,20210205
00120872,만호제강,001080,20200825
00311216,에이치엔에스하이텍,044990,20210215
00187415,코미팜,041960,20201207
00165060,하이록코리아,013030,20201207
00296290,키움증권,039490,20201207
00356927,에이디칩스,054630,20201207
00144650,유신,054930,20201207
00568188,마이크로컨텍솔,098120,20201207
00389387,라임,065160,20201207
00531917,톱텍,108230,20201207
00442835,메타랩스,090370,20201207
00296078,APS홀딩스,054620,20201207
01187458,에스알바이오텍,270210,20201204
00202839,한창산업,079170,20201204
00525679,차바이오텍,085660,20210222
00508274,일진다이아,081000,20210202
01497869,티와이홀딩스,363280,20210205
00611736,엑시콘,092870,20210223
00415327,중앙백신,072020,20210223
01117422,나눔테크,244880,20210205
00252001,해원에스티,058480,20210222
01264234,엘에이티,311060,20210222
00364847,이글루시큐리티,067920,20201119
00235183,에이치케이,044780,20201203
00100601,강원,114190,20201203
00986898,팜스빌,318010,20210215
00264714,SG&G,040610,20210222
00939687,동일고무벨트,163560,20210222
00168401,금비,008870,20201116
00153621,참엔지니어링,009310,20201124
01047451,셀바스헬스케어,208370,20201124
00261957,한국정보공학,039740,20201124
00642541,디엔에이링크,127120,20201124
00674498,골프존뉴딘홀딩스,121440,20201124
00694942,이미지스,115610,20210205
01013694,인카금융서비스,211050,20210218
00216498,성도이엔지,037350,20210218
00579139,한국맥널티,222980,20210218
00299002,한라홀딩스,060980,20210217
00112907,코원에너지서비스,026870,20210217
00606770,참좋은여행,094850,20210217
00843900,육일씨엔에쓰,191410,20210222
00910947,바다로19호,155900,20210222
00560982,바이오솔루션,086820,20210222
00158307,롯데하이마트,071840,20201229
00120289,제이에스티나,026040,20201229
00855093,선진,136490,20201203
00167280,폴루스바이오팜,007630,20201203
00199076,동일기연,032960,20201203
00132318,성광벤드,014620,20201203
00861076,케이탑리츠,145270,20201204
00109161,태경케미컬,006890,20201204
00426086,휴켐스,069260,20201204
00857480,사람인에이치알,143240,20210222
01336391,엔에이치스팩13호,310840,20210222
01453670,엔에이치스팩16호,353190,20210222
01487446,엔에이치스팩17호,359090,20210222
01414936,SK6호스팩,340350,20210222
00858364,BNK금융지주,138930,20201228
00110893,대신증권,003540,20201228
00124540,대우건설,047040,20201228
00178790,동양이엔피,079960,20201208
00405719,아이크래프트,052460,20201208
00370200,와이오엠,066430,20201208
00103547,우진비앤지,018620,20201208
00264671,세중,039310,20201208
01008762,데브시스터즈,194480,20201208
01311286,퀀타매트릭스,317690,20210209
01251595,압타바이오,293780,20210209
00925587,위드텍,348350,20210222
00399694,아프리카TV,067160,20210222
01344363,다원넥스뷰,323350,20210222
00152127,심텍홀딩스,036710,20210218
01095722,심텍,222800,20210218
01050738,솔트룩스,304100,20210218
00397191,팬엔터테인먼트,068050,20210218
01159233,솔루엠,248070,20210217
00157539,KB오토시스,024120,20201203
01049422,썸에이지,208640,20201203
00128661,에스에이엠티,031330,20201204
00266934,파루,043200,20201204
00373021,테라사이언스,073640,20201208
00108038,엔피씨,004250,20201208
00101549,경동제약,011040,20201208
00132992,성우하이텍,015750,20201208
00447502,바이오톡스텍,086040,20201208
00174004,유성기업,002920,20201208
00369833,유니온머티리얼,047400,20201208
00288495,홈센타홀딩스,060560,20201208
00304401,텔라움,047730,20200811
00554024,셀트리온헬스케어,091990,20210105
00230814,OQP,078590,20210105
00878517,에스케이씨에스,224020,20201208
00475718,이엠앤아이,083470,20201208
01031229,지티지웰니스,219750,20201208
00608839,에이루트,096690,20201208
00313649,현대바이오,048410,20201208
00270113,멕아이씨에스,058110,20201208
00245898,아래스,050320,20201208
00136165,스페코,013810,20201208
00808068,에이씨티,138360,20201208
00134723,페이퍼코리아,001020,20201208
00111218,KD,044180,20201208
00113508,노루홀딩스,000320,20210209
00886792,루켄테크놀러지스,162120,20210215
01251489,라온피플,300120,20210222
00728638,한세실업,105630,20210222
00942131,앤디포스,238090,20210222
01227039,브릿지바이오,288330,20210218
00442570,제우스,079370,20210218
00145163,파미셀,005690,20210218
00365758,아이앤씨,052860,20210218
00137915,에스엠코어,007820,20210218
01327092,라닉스,317120,20210218
00997812,코미코,183300,20210218
00141389,영풍정밀,036560,20201203
00200275,YTN,040300,20201203
00614478,휴메딕스,200670,20201203
00300557,위니아딤채,071460,20201207
00480950,이아이디,093230,20201207
00149804,대유에이텍,002880,20201207
00194947,한전산업,130660,20201207
00186939,특수건설,026150,20201207
00491938,GH신소재,130500,20201210
00842585,네이블커뮤니케이션즈,153460,20201210
01219155,네오크레마,311390,20210223
00876908,모트렉스,118990,20210223
00612188,에스티오,098660,20210223
00148896,OCI,010060,20210106
00197759,미래산업,025560,20201208
00187725,코콤,015710,20201208
00232089,바이온,032980,20201208
00129554,갤럭시아에스엠,011420,20201208
00155151,평화정공,043370,20201210
00105475,금강철강,053260,20201210
00820389,뉴지랩,214870,20201210
00579971,칩스앤미디어,094360,20210222
00423177,텔레칩스,054450,20210222
00230911,HRS,036640,20210222
00114093,덕성,004830,20210218
01326224,원바이오젠,307280,20210218
00495554,아이엠이연이,090740,20210218
00132628,성문전자,014910,20210218
00134316,세원정공,021820,20200605
00124726,빙그레,005180,20201209
00141477,영흥,012160,20201209
00116426,코센,009730,20201209
00988364,SGA솔루션즈,184230,20201209
00440712,WI,073570,20201209
00617998,세원,234100,20201209
00573579,평화산업,090080,20201210
00532855,한국유니온제약,080720,20210222
00264945,나이스정보통신,036800,20210217
00363769,한국전자금융,063570,20210218
00173874,넥센타이어,002350,20210218
00101220,KG케미칼,001390,20210218
00171636,한솔홀딩스,004150,20200618
00513948,녹십자엠에스,142280,20201211
00447487,제주반도체,080220,20201211
00101044,에이프로젠제약,003060,20201214
00141608,오리엔탈정공,014940,20201214
00146542,일정실업,008500,20201214
00653194,에이프로젠 H&G,109960,20201214
01084364,엔지스테크널러지,208860,20201214
00122825,인스코비,006490,20201214
00104102,우리종금,010050,20201214
00136402,신송홀딩스,006880,20201214
00111838,대원,007680,20210223
00449379,도이치모터스,067990,20210223
00552859,지트리비앤티,115450,20201023
00533191,비보존 헬스케어,082800,20201210
00335076,오픈베이스,049480,20201230
00186559,콤텍시스템,031820,20201230
00767460,PI첨단소재,178920,20210218
00110547,넥상스코리아,003050,20210215
01190780,파워풀엑스,266870,20210218
00687711,한국철강,104700,20210218
00159740,KISCO홀딩스,001940,20210218
00145598,이연제약,102460,20201210
00133812,세방,004360,20201210
00155124,평화홀딩스,010770,20201210
00156442,한국가구,004590,20201210
00163673,한진중공업홀딩스,003480,20201210
00197476,코엔텍,029960,20201214
01142075,핑거,163730,20210129
00526447,동북아12호선박투자회사,083370,20200623
00111874,대원산업,005710,20201214
00453929,메디포스트,078160,20201214
00176516,금화피에스시,036190,20201214
00925967,이엠티,232530,20201214
00166315,화신,010690,20201214
00123143,보령제약,003850,20210222
01042650,큐리언트,115180,20210222
00916826,드림씨아이에스,223250,20210222
00349811,W홀딩컴퍼니,052300,20210106
00167208,흥아해운,003280,20210106
00134963,송원산업,004430,20210107
00273439,메디아나,041920,20210218
00870861,와이엠씨,155650,20210215
01166109,예선테크,250930,20210215
00127167,삼영무역,002810,20201130
01139035,티에스아이,277880,20210218
00654175,마이크로프랜드,147760,20210218
01267958,프로테옴텍,303360,20210218
00599285,서플러스글로벌,140070,20210218
00129989,코스모신소재,005070,20210218
00403766,피피아이,062970,20210202
01316236,효성화학,298000,20210217
00580199,메디톡스,086900,20210222
00113225,대한제강,084010,20210219
00455112,GV,045890,20201223
00248974,하나제약,293480,20210223
00120562,롯데지주,004990,20210113
00140177,GS리테일,007070,20210108
01030132,경남은행,192520,20210111
00311270,원텍,216280,20210111
00104856,삼성증권,016360,20210111
00163114,서연,007860,20210218
00277736,한일네트웍스,046110,20210215
00265421,인지디스플레,037330,20210215
00207755,GS홈쇼핑,028150,20201130
00207375,대한뉴팜,054670,20201130
00367695,대한그린파워,060900,20201130
00306162,상상인,038540,20201130
00374738,위세아이텍,065370,20210222
00117726,동양피스톤,092780,20210222
00435297,맥쿼리인프라,088980,20200715
00244419,디에스티,033430,20201223
00230036,드래곤플라이,030350,20201224
00235147,에이팸,073070,20201224
00957735,클리오,237880,20210222
00317104,라이온켐텍,171120,20210118
00651017,나우IB,293580,20210121
00159102,DB손해보험,005830,20210111
00159023,SK텔레콤,017670,20210111
00265005,옴니시스템,057540,20210111
00397058,엠게임,058630,20210219
00347442,모보,051810,20210215
00151368,인터지스,129260,20210215
00148504,한국스탠다드차타드은행,000110,20210215
00127802,삼익THK,004380,20201130
00120030,GS건설,006360,20201130
00166519,화천기공,000850,20201130
00308896,아이씨케이,068940,20201130
00138279,S-Oil,010950,20201130
00258421,기산텔레콤,035460,20201202
00172228,엔케이,085310,20201202
00113234,대한제당,001790,20201202
00250997,대정화금,120240,20201202
00861997,인포마크,175140,20201202
00483735,해성옵틱스,076610,20201202
00104810,대명소노시즌,007720,20201202
00533003,디케이락,105740,20201202
00129013,CJ씨푸드,011150,20210217
00268251,다산네트웍스,039560,20210217
01316254,효성첨단소재,298050,20210217
01316227,효성티앤씨,298020,20210217
01113718,올릭스,226950,20210222
00164724,현대엘리베이터,017800,20210222
00132354,쿠쿠홀딩스,192400,20210222
00119007,무림P&P,009580,20210222
00367871,인바이오,352940,20210222
01152470,펄어비스,263750,20210222
00583026,율호,072770,20201224
00164876,케이비증권,003450,20210106
00161444,한국씨티은행,016830,20210114
00174208,진성티이씨,036890,20210219
00574611,SDN,099220,20210222
00441243,형지엘리트,093240,20200610
00138303,쌍용정보통신,010280,20200716
00598587,인터파크,108790,20200716
00184889,이건홀딩스,039020,20201202
00145446,이건산업,008250,20201202
00945208,THE MIDONG,161570,20201202
00116268,동성제약,002210,20201202
01026616,유투바이오,221800,20201202
01043853,베노홀딩스,206400,20201202
00458562,에이티세미콘,089530,20201207
00961570,신도기연,290520,20210218
00946030,로보티즈,108490,20210217
01051092,피씨엘,241820,20210217
00527491,코리아에스이,101670,20210217
00939331,한국콜마,161890,20210222
00260879,카페24,042000,20210217
00425254,나우코스,257990,20210217
00276083,스카이문스테크놀로지,033790,20210106
00119140,핸즈코퍼레이션,143210,20210223
01027794,브이원텍,251630,20210223
00365934,코세스,089890,20210223
00139454,애경산업,018250,20210222
00362201,세운메디칼,100700,20201207
00129350,삼화콘덴서공업,001820,20201207
00112819,데코앤이,017680,20201207
00355089,토탈소프트,045340,20201207
00104786,미래아이앤지,007120,20201207
00572905,ISC,095340,20201207
00172185,남성,004270,20201207
00353610,이니텍,053350,20201207
00185046,SM C&C,048550,20210218
01505450,DB금융스팩8호,367340,20210218
01189438,노터스,278650,20210217
01442115,소마젠,950200,20200730
00599957,슈프리마에이치큐,094840,20210217
01508855,대신밸런스제9호스팩,369370,20210217
00523936,엘이티,297890,20210217
00807379,신흥에스이씨,243840,20210222
01251577,휴네시온,290270,20210222
00115694,DB금융투자,016610,20210111
00131780,SK네트웍스,001740,20210111
00832700,에이펙스인텍,207490,20210223
00165343,혜인,003010,20210223
00173591,세원물산,024830,20201207
00983040,한진칼,180640,20201207
00161860,한성기업,003680,20201207
00356802,큐렉소,060280,20201207
00159342,한국정보통신,025770,20201207
00423690,삼성출판사,068290,20201207
00608699,디엠티,134580,20201207
00114154,덕양산업,024900,20201207
00173069,아진카인텍,011400,20210218
01063237,플럼라인생명과학,222670,20210218
00393618,제노텍,066830,20210218
00140779,영보화학,014440,20201228
01419384,하나금융16호스팩,343510,20210217
00231354,파워넷,037030,20210217
01318933,지니틱스,303030,20210217
00188089,한섬,020000,20210222
00123523,창해에탄올,004650,20210222
00937324,한국타이어앤테크놀로지,161390,20210111
00149026,CS홀딩스,000590,20210216
00796994,조선선재,120030,20210216
00360595,현대글로비스,086280,20210218
00439965,나노신소재,121600,20201113
00128315,삼지전자,037460,20201203
00172945,동일철강,023790,20201203
00148939,조광피혁,004700,20210218
01243772,신한제4호기업인수목적,277480,20200820
00351092,삼보모터스,053700,20201207
00140964,영원무역홀딩스,009970,20201207
00172079,파나진,046210,20201207
00171867,에스씨디,042110,20201207
00301422,우수AMS,066590,20201207
00133876,세보엠이씨,011560,20201207
00174527,화성산업,002460,20201207
00587466,KPX홀딩스,092230,20210218
00191472,KPX케미칼,025000,20210217
00793155,핸디소프트,220180,20201123
01137903,디케이티,290550,20210217
01187175,라이프사이언스테크놀로지,285770,20210222
00134510,세종공업,033530,20210222
00490151,파트론,091700,20210222
01335851,박셀바이오,323990,20210219
00159971,KC그린홀딩스,009440,20210118
00556615,모바일어플라이언스,087260,20210223
01336735,펨토바이오메드,327610,20210223
01364297,코퍼스코리아,322780,20210218
01066058,파마리서치바이오,217950,20210218
00660121,디에이테크놀로지,196490,20201204
00105299,금강공업,014280,20201204
00533508,제이엠티,094970,20201204
00529815,오디텍,080520,20201204
00347734,진양화학,051630,20201204
00350482,성우테크론,045300,20201204
00263654,오스코텍,039200,20201207
00542074,나노캠텍,091970,20201207
00103510,인지컨트롤스,023800,20201208
00620558,에이비프로바이오,195990,20201208
00295547,디지아이,043360,20201208
00111421,휴니드테크놀러지스,005870,20201208
00204262,한글과컴퓨터,030520,20201208
00121543,무학,033920,20201208
01325979,세아제강,306200,20210218
00629212,딜리,131180,20201123
00444329,위메이드,112040,20201203
00866062,엘티씨,170920,20201203
00138367,플레이위드,023770,20201203
00170026,시공테크,020710,20201203
00136864,신원,009270,20210217
00454937,덕신하우징,090410,20210219
00145862,인천도시가스,034590,20210219
01141942,액트로,290740,20210223
00137359,신풍제약,019170,20210204
01326260,하나머스트제6호스팩,307160,20210222
00103626,한솔피엔에스,010420,20210218
00397243,티에스엠텍,066350,20210218
00317210,성호전자,043260,20210108
00139889,SKC,011790,20210114
00164609,현대미포조선,010620,20210114
00112721,대창스틸,140520,20210218
00298340,에스티아이,039440,20210218
00115931,디오,039840,20210217
01069736,한독크린텍,256150,20210217
00657987,KMH,122450,20210219
00671978,그리티,204020,20210219
00351995,지에스이,053050,20210222
00456218,모두투어,080160,20210201
01109539,와이아이케이,232140,20210223
01174038,자비스,254120,20210205
00161976,한세예스24홀딩스,016450,20210222
00147152,유니크,011320,20210222
00554352,아이큐어,175250,20210218
00158325,NICE평가정보,030190,20210218
01419135,이노진,344860,20210126
00799539,제노레이,122310,20210218
00442826,대봉엘에스,078140,20210218
00123967,부산도시가스,015350,20210217
00116356,동성화학,005190,20210217
00874195,코썬바이오,204990,20200811
00159175,한국전기초자,009720,20210219
00684732,풀무원식품,103160,20210222
00357360,한세엠케이,069640,20210222
00249982,솔본,035610,20210222
00469799,이엔플러스,074610,20201215
00120924,매일홀딩스,005990,20201216
00111689,대우부품,009320,20201216
00106669,세아베스틸,001430,20210118
00161125,한온시스템,018880,20210119
00260611,크로바하이텍,043590,20210119
00273110,에스티큐브,052020,20201030
00157991,한국석유공업,004090,20201222
00106456,지앤엘,014590,20210208
01138993,원바이오젠,278380,20210209
00159786,유니드,014830,20210210
01119387,이에스산업,241510,20210126
00148540,CJ,001040,20210128
00760999,상신전자,263810,20210215
00146560,일지테크,019540,20201106
00146436,엔브이에이치코리아,067570,20201207
00611912,아모그린텍,125210,20201207
00346407,큐로컴,040350,20201207
00297095,나라엠앤디,051490,20201207
00122579,BYC,001460,20201207
00407285,아이컴포넌트,059100,20201207
00825223,화신정공,126640,20201207
00206039,경남스틸,039240,20201207
00475985,시너지이노베이션,048870,20201207
00599595,코프라,126600,20201207
00110608,DSR,155660,20201207
01234507,매일유업,267980,20201207
00173999,유성티엔에스,024800,20201207
00971090,샘코,263540,20200714
00453488,세화아이엠씨,145210,20201217
00114808,동국제약,086450,20201217
00210980,원익,032940,20201217
01107665,크리스탈신소재,900250,20201109
00104120,광진실업,026910,20201109
00158024,KBI메탈,024840,20201116
00133335,성창기업지주,000180,20201116
00761952,아나패스,123860,20201117
00131832,SK디스커버리,006120,20210129
00254045,우리은행,000030,20210129
00249034,드림라인,035430,20210215
00153339,태경산업,015890,20210215
00239596,쎄니트,037760,20210215
01351822,한화에스비아이스팩,317320,20201106
00231831,조아제약,034940,20201207
00468374,원익QnC,074600,20201207
00361008,HSD엔진,082740,20201207
00231707,비트컴퓨터,032850,20201207
00363592,한컴위드,054920,20201211
00351418,코리아오토글라스,152330,20201218
00253985,국보디자인,066620,20201218
00571483,오이솔루션,138080,20201109
00149770,중앙에너비스,000440,20210209
00549925,루트로닉,085370,20210210
00445799,서원인텍,093920,20201125
00109587,대륙제관,004780,20201125
00494476,이녹스,088390,20201125
00173740,신한,005450,20201125
01112700,에스엘에스바이오,246250,20201125
00105466,KCC건설,021320,20210205
00688358,하이즈항공,221840,20210205
00939942,포시에스,189690,20200824
01396931,유엑스엔,337840,20201116
01080687,아우딘퓨쳐스,227610,20201218
00131054,유진증권,001200,20201218
00620868,아이티센,124500,20201218
00555874,제주항공,089590,20201222
00147860,지코,010580,20210126
00113535,대한해운,005880,20201113
00331016,에프앤가이드,064850,20210209
00869272,서전기전,189860,20210210
00243979,수성,084180,20201125
01353848,이노벡스,279060,20201125
00102760,두산건설,011160,20201125
01338724,SNK,950180,20201127
00447609,비에이치,090460,20210205
00360036,백금T&A,046310,20201116
01036367,프로스테믹스,203690,20201118
00462121,이노와이어리스,073490,20201224
00264787,럭슬,033600,20201224
00615723,아이에이네트웍스,123010,20201229
00164973,현대해상,001450,20201229
01136001,나노브릭,286750,20201230
00267854,메디앙스,014100,20210127
00442561,에프알텍,073540,20210127
00357740,NHN한국사이버결제,060250,20210127
00141556,오로라,039830,20210128
00136341,신성통상,005390,20200612
00867478,농업회사법인아시아종묘,154030,20201123
00200910,아이즈비전,031310,20201123
00806972,매직마이크로,127160,20201123
00492894,젬백스,082270,20201123
00255275,HB테크놀러지,078150,20201123
00843830,카이노스메드,220250,20200611
00482426,인화정공,101930,20201127
00673976,지스마트글로벌,114570,20201127
00210856,코아스,071950,20201127
00261656,잉크테크,049550,20201201
00107613,이수페타시스,007660,20201201
00578538,티피씨글로벌,130740,20201201
01190513,명진홀딩스,267060,20201201
00128926,삼현철강,017480,20201201
00261355,레드캡투어,038390,20201201
00516246,알에프세미,096610,20201204
00390408,에프앤리퍼블릭,064090,20201118
00108977,대구백화점,006370,20201118
00346911,아이톡시,052770,20201231
01091382,마이더스AI,222810,20201231
00202060,구영테크,053270,20210104
00216647,원익홀딩스,030530,20210104
00238782,다우데이타,032190,20210104
00351454,큐브앤컴퍼니,043090,20210128
00475976,인콘,083640,20201124
00118804,동진쎄미켐,005290,20201124
00160621,한국화장품제조,003350,20201124
00372226,티에스이,131290,20201125
00177320,대성미생물,036480,20210209
00385336,홈캐스트,064240,20201204
00409788,비에이치아이,083650,20201204
00264732,파인디지털,038950,20201204
00244783,한네트,052600,20201204
00543204,아이오케이,078860,20201204
00152260,카스,016920,20201208
00328191,케이에스피,073010,20201208
00246417,이오테크닉스,039030,20201209
00116301,NI스틸,008260,20201209
00230425,나노엔텍,039860,20201210
00541437,코렌텍,104540,20201210
00269940,하나투어,039130,20210210
00141671,오리콤,010470,20201123
00123781,부국철강,026940,20201123
00220109,솔고바이오,043100,20201123
00173032,동화기업,025900,20201126
00107598,남양유업,003920,20201126
00110051,SK머티리얼즈,036490,20201126
00365590,에이치엘비생명과학,067630,20210104
00209443,우리금융캐피탈,033660,20210201
00656021,시티랩스,139050,20210201
00132211,선창산업,002820,20201127
00146427,일야,058450,20201127
00244561,인터파크,035080,20201130
00269922,인바디,041830,20201210
00201742,유라테크,048430,20201210
00110884,엠젠플러스,032790,20201210
00535375,키네마스터,139670,20210210
00161426,한미사이언스,008930,20200929
00138747,아세아텍,050860,20200929
00123107,보락,002760,20201127
00142865,WISCOM,024070,20201127
00526678,동방선기,099410,20201127
00831428,디에이치피코리아,131030,20201127
00122205,바른손,018700,20201127
00257149,지더블유바이텍,036180,20210106
01110076,에이트원,230980,20210106
00256043,비씨월드제약,200780,20210201
00159810,카프로,006380,20201130
00160302,코스모화학,005420,20201130
00638539,뉴로스,126870,20201130
00360142,아이마켓코리아,122900,20201130
00526836,미래나노텍,095500,20201130
00126371,삼성전기,009150,20201203
00525934,실리콘웍스,108320,20201203
00256502,에이텍,045660,20201203
00351375,뉴보텍,060260,20201203
00145473,이글벳,044960,20201204
00618401,크루셜텍,114120,20201204
00576789,디젠스,113810,20201204
00491053,진바이오텍,086060,20210209
00339072,팬스타엔터프라이즈,054300,20201210
00106881,인디에프,014990,20201210
00536888,다믈멀티미디어,093640,20201210
00159500,한국종합기술,023350,20201211
00366137,KG ETS,151860,20201211
00633835,한진중공업,097230,20201211
00108490,엔피케이,048830,20210215
00261887,티엘아이,062860,20210215
00647935,하나유비에스암바토비니켈해외자원개발2호,099350,20200701
00647883,하나유비에스암바토비니켈해외자원개발1호,099340,20200701
01395279,하나금융14호스팩,332710,20201127
01034730,크로넥스,215570,20201127
00292434,인트론바이오,048530,20201127
00435969,인피니트헬스케어,071200,20201127
00442905,대성파인텍,104040,20201127
00130383,서부T&D,006730,20201127
00402110,시큐브,131090,20201130
00105271,케이씨씨,002380,20201130
00428251,현대백화점,069960,20201130
01064069,토박스코리아,215480,20201130
00109037,대성창투,027830,20201127
00141413,영화금속,012280,20201127
00402989,코스온,069110,20201127
00501970,코드네이처,078940,20201127
00923899,스타모빌리티,158310,20201127
00352064,프리엠스,053160,20201127
00128546,삼천당제약,000250,20201127
00151395,천일고속,000650,20201127
00104698,LS네트웍스,000680,20201202
01428203,케이씨씨글라스,344820,20201202
00260569,유니셈,036200,20210107
00401731,LG전자,066570,20210107
00135917,한화손해보험,000370,20210108
00585538,에스에너지,095910,20210108
00120216,KB손해보험,002550,20210108
00120182,NH투자증권,005940,20210111
00204226,소프트센,032680,20201231
00124805,푸른저축은행,007330,20210113
00159412,한국제지,002300,20200713
00161462,에이티넘인베스트,021080,20201204
00414850,효성 ITX,094280,20201204
00626011,아이텍,119830,20201204
00134565,이스타코,015020,20201211
00153375,태광,023160,20201211
00260930,에스엠,041510,20201211
00185222,크린앤사이언스,045520,20201211
01047169,지란지교시큐리티,208350,20210120
01437186,ESR켄달스퀘어리츠,365550,20210125
00542898,하이소닉,106080,20201230
00240857,바이오스마트,038460,20201228
00929228,엔에스컴퍼니,224760,20210215
00139685,양지사,030960,20200909
00105606,금호에이치티,214330,20201130
00220969,오공,045060,20201130
00225742,KT서브마린,060370,20201130
01128613,화승엔터프라이즈,241590,20201130
00166227,화승인더스트리,006060,20201130
01068348,러셀,217500,20201130
00377018,기가레인,049080,20201202
00608802,텔콘RF제약,200230,20201202
00362292,씨티씨바이오,060590,20201202
00406046,STX중공업,071970,20201202
00222435,제이엠아이,033050,20201202
00441650,케이씨에스,115500,20201203
00271501,코아시아,045970,20201203
00432102,한국금융지주,071050,20210111
00759513,LG하우시스,108670,20210112
00583424,아모레퍼시픽,090430,20210112
00364467,드림어스컴퍼니,060570,20210115
00596260,투비소프트,079970,20210115
01277928,한국제7호기업인수목적,291210,20210115
01447217,에이치엠씨제4호스팩,353070,20210201
01447244,에이치엠씨제5호스팩,353060,20210201
00100939,강남제비스코,000860,20201211
00863038,윌링스,313760,20210202
00122728,범양사,002480,20210210
00309503,한국항공우주,047810,20201229
00413046,셀트리온,068270,20210104
00150244,하이트진로,000080,20210104
00148993,하이트진로홀딩스,000140,20210104
00139214,삼성화재해상보험,000810,20210104
01205851,현대일렉트릭,267260,20210104
00842619,레고켐바이오,141080,20210104
00155948,코웰패션,033290,20201130
00325112,프로텍,053610,20201130
00378220,버킷스튜디오,066410,20201130
00143651,웅진,016880,20201130
00406037,CSA 코스믹,083660,20201130
00150536,진양제약,007370,20201130
01109715,DSC인베스트먼트,241520,20201209
00661157,인트로메딕,150840,20201209
01350869,우리금융지주,316140,20201209
00228350,신화인터텍,056700,20201209
00819073,인크로스,216050,20201209
